idprojeto,nuacao,nmacao,dsacao,dtinicio,dtfim,vlrecucacb,vlrecuentidecon,vlrecuentidfina,vlrecucontrapar,vlrecutotal,stacao,aprovacao_previa,centro_custo,centro_custo_adm,idtipo,nome_responsavel,telefone_responsavel,email_responsavel,dtinicio_realizada,dtfim_realizada,dtaprova_encerra_analista,dtaprova_encerra_entidadeprop,dtaprova_encerra_entidadeexec,motivo_encerramento,iddocscomprobatorios,iddocsencerramento,idmodelosimpressao,dtinicio_nova_previsao,dtfim_nova_previsao,comentario
32,7,Gestão Profissional da Empresa com foco na Administração com Resultados,"Reavaliar os processos operacionais e estabelecer controles através de planilhas que permitam acompanhar e conferir o desempenho de cada empresa e seu respectivos setores, Estabelecendo prazos para a execução dos serviços e, instituir um sistema de troca de informações entre departamentos, contratando consultoria especializada em gestão organizacional e de produção. Implementar em todas as empresas do núcleo os 5 Ss realizando um treinamento para adquirir maiores conhecimentos e estabelecendo um sistema de controle e manutenção do sistema. Reestruturar e readequar o espaço físico disponível com foco na qualidade do ambiente e produtividade, contratando consultor especializado no assunto. Criar um manual de organização, normas e métodos para relacionamento com o cliente externo. Estabelecer um manual de procedimentos e integração dos colaboradores e envolvê-los na construção",2013-08-01,2015-05-15,10000.00,5000.00,5000.00,10000.00,20000.00,con,,,,,,,,,,,,,,,,,2013-08-01,2015-05-15,
32,8,"Marketing, Prospecção e Relacionamento com o Cliente:","Fazer 02 publicações periódicas em revistas e jornais para fortalecer a marca e potencializar ainda mais os produtos e serviços oferecidos pelas empresas do núcleo. Realizar pesquisa para avaliação de satisfação do cliente e de intervenção no mercado, para melhor direcionar os trabalhos de divulgação e prospecção, assim como, promover o realinhamento operacional da empresa em consonância com as demandas apresentadas.",2013-08-01,2015-05-15,21000.00,10000.00,9000.00,19000.00,40000.00,con,,,,,,,,,,,,,,,,,2013-08-01,2015-05-15,
32,9,Capacitação em Gestão,"Realização de treinamento de Gestão empresarial por empresa a cada 06 meses (02 por ano) nas áreas: Finanças e Controles Financeiros, Comunicação / Marketing / Pós-vendas, Gestão do Conhecimento e Liderança. Palestras de Gestão: Realização de 02 palestras anuais sobre gestão administrativa nas áreas de Marketing, atendimento, finanças e tecnologia da informação.",2013-08-01,2015-07-15,21000.00,9900.00,9100.00,19000.00,40000.00,con,,,,,,,,,,,,,,,,,2013-08-01,2015-07-15,
32,10,Estruturação dos processos Técnicos e Treinamentos,"Capacitação Técnica: Realização de Treinamento técnico por empresa (03 treinamentos) com os seguintes temas 1- Atendimento ao Cliente Interno - 2- Atendimento ao cliente Externo - 3- Coordenação Pedagógica. Palestras Técnicas: Realização de 02 palestras técnicas com a participação dos empresários e funcionários a ser ministrada por parceiros, fornecedores e Orgãos Públicos",2013-08-01,2015-07-15,12588.88,5300.00,2111.11,7411.11,19999.99,con,,,,,,,,,,,,,,,,,2013-08-01,2015-07-15,
33,1,Estruturação do projeto,Ação formada pelo conjunto de atividades necessárias à gestão e monitoramento do projeto.,2013-08-01,2013-08-15,1683.33,0.00,0.00,0.00,1683.33,con,,,,,,,,,,,,,,,,,2013-08-01,2013-08-15,
33,2,Gestão e Monitoramento,Ação obrigatória formada pelo conjunto de atividades necessárias à gestão e monitoramento do projeto.,2013-08-01,2015-07-31,3366.67,0.00,0.00,0.00,3366.67,con,,,,,,,,,,,,,,,,,2013-08-01,2015-07-31,
33,3,Acompanhamento da execução das mensurações,Ação obrigatória formada pelo conjunto de atividades necessárias à mensuração dos resultados do projeto.,2013-08-01,2015-07-31,5050.00,0.00,0.00,0.00,5050.00,con,,,,,,,,,,,,,,,,,2013-08-01,2015-07-31,
33,4,Acompanhamento da execução das avaliações,"Ação obrigatória formada pelo conjunto de atividades necessárias à avaliação do projeto e sua revisão com vistas à melhoria de seu desempenho e aumento da efetividade. Essa atividade será realizada com auxílio da Equipe de Projeto, que utilizará os resultados obtidos nas pesquisas T0, T1 e T2 como base para análise do projeto.",2013-08-01,2015-07-31,6733.33,0.00,0.00,0.00,6733.33,con,,,,,,,,,,,,,,,,,2013-08-01,2015-07-31,
33,5,Fortalecimento da cultura associativista,"Participar de dois Encontros Estaduais do Empreender Competitivo um em cada ano, com os empresários integrantes do projeto.",2013-08-01,2014-12-30,0.00,0.00,6500.00,6500.00,6500.00,con,,,,,,,,,,,,,,,,,2013-08-01,2014-12-30,
33,6,Estruturação dos processos técnicos,"Promover a estruturação dos processos técnicos através da capacitação Técnica com a realização de Treinamento técnico de eletrônica embarcada, Mecânica Geral e Elétrica de autos. Outra forma de realizar a ação é a utilização de palestras técnicas com a participação dos empresários e funcionários a ser ministrada por parceiros e fornecedores.",2013-08-01,2015-07-15,18300.00,9000.00,7700.00,16700.00,35000.00,con,,,,,,,,,,,,,,,,,2013-08-01,2015-07-15,
33,7,Revisar o selo de qualidade GRAG e credenciar mais 10 oficinas para integrar a rede,"Revisar e auditar o selo de qualidade GRAG, a ser aplicado em todas as oficinas integrantes do grupo e verificar as exigências definidas, que permearão o Atendimento, Meio Ambiente e qualidade. Ainda faz parte da ação a revisão do manual de atendimento dos seus serviços, regrando e definindo os parâmetros do selo de qualidade do GRAG e destacando seu sistema de auditoria e acompanhamento. Implantar o sistema 5 Ss em 100% das oficinas através da realização de treinamento sobre o tema e visitação as oficinas para verificação da implantação do sistema e execução dos conhecimentos adquiridos.",2013-08-01,2015-05-15,10000.00,5600.00,4400.00,10000.00,20000.00,con,,,,,,,,,,,,,,,,,2013-08-01,2015-05-15,
33,8,"Marketing, Prospecção e Relacionamento com o Cliente","A ação tem como proposta promover de forma única os benefícios do GRAG levando ao conhecimento do público o conceito e os diferenciais do grupo, com foco nos diferenciais perceptíveis ao cliente que serão explorados na comunicação. Entre as ações teremos a participação da Rodada de Negócios na Cidade de Guarulhos, no ano de 2013, com aquisição de stand e material de divulgação, para um evento que reúne mais de 300 empresas e um público de mais de 2.500 pessoas. Fazer 02 publicações em revistas e jornais para fortalecer a marca e potencializar ainda mais os produtos e serviços oferecidos pelas empresas do núcleo. Realização de palestras de mecânica básica para divulgar a importância da manutenção preventiva e promover as oficinas do grupo.",2013-08-01,2015-07-15,23533.33,10200.00,6266.67,16466.67,40000.00,con,,,,,,,,,,,,,,,,,2013-08-01,2015-07-15,
33,9,Pit Stop Automotivo,"Realizar dois pit stop automotivo, um no ano de 2013 e outro no ano de 2014, para diagnostico veicular, divulgação das empresas e prospecção de clientes, com meta em atender a 200 veículos. O objetivo da ação é inspecionar gratuitamente as condições dos veículos automotores e oferecer um diagnóstico aos seus proprietários. Através de uma equipe composta pelos participantes dos Núcleos Setoriais da cidade e equipes das fábricas estarão avaliando o estado dos veículos.",2013-08-01,2015-07-15,9800.00,5800.00,4400.00,10200.00,20000.00,con,,,,,,,,,,,,,,,,,2013-08-01,2015-07-15,
33,10,Estruturação dos processos de Gestão,"Promover capacitação e consultoria em gestão através da realização de treinamento de Gestão empresarial, atendimento a Cliente, Pós-venda e Controles Financeiros e de Produção. E através de realização de palestras anuais sobre gestão administrativa nas áreas de Marketing, atendimento, finanças, liderança e tecnologia da informação.",2013-08-01,2015-05-15,15800.00,6400.00,7800.00,14200.00,30000.00,con,,,,,,,,,,,,,,,,,2013-08-01,2015-05-15,
34,1,Estruturação do projeto,Ação formada pelo conjunto de atividades necessárias à gestão e monitoramento do projeto.,2013-08-01,2013-08-15,1392.22,0.00,0.00,0.00,1392.22,con,,,,,,,,,,,,,,,,,2013-08-01,2013-08-15,
34,2,Gestão e Monitoramento,Ação obrigatória formada pelo conjunto de atividades necessárias à gestão e monitoramento do projeto.,2013-08-01,2015-07-31,2784.44,0.00,0.00,0.00,2784.44,con,,,,,,,,,,,,,,,,,2013-08-01,2015-07-31,
34,3,Acompanhamento da execução das mensurações,Ação obrigatória formada pelo conjunto de atividades necessárias à mensuração dos resultados do projeto.,2013-08-01,2015-07-31,4176.67,0.00,0.00,0.00,4176.67,con,,,,,,,,,,,,,,,,,2013-08-01,2015-07-31,
34,4,Acompanhamento da execução das avaliações,"Ação obrigatória formada pelo conjunto de atividades necessárias à avaliação do projeto e sua revisão com vistas à melhoria de seu desempenho e aumento da efetividade. Essa atividade será realizada com auxílio da Equipe de Projeto, que utilizará os resultados obtidos nas pesquisas T0, T1 e T2 como base para análise do projeto.",2013-08-01,2015-07-31,5568.89,0.00,0.00,0.00,5568.89,con,,,,,,,,,,,,,,,,,2013-08-01,2015-07-31,
34,5,Fortalecimento da cultura associativista,"Participar de dois Encontros Estaduais do Empreender Competitivo um em cada ano,
com os empresários integrantes do projeto.",2013-08-01,2014-12-30,0.00,0.00,6500.00,6500.00,6500.00,con,,,,,,,,,,,,,,,,,2013-08-01,2014-12-30,
34,6,Curso de Capacitação em Direito Imobiliário,"Curso de Aperfeiçoamento Técnico promovido pela Escola Paulista de Direito com
duração de 30 horas/aula destinado exclusivamente para os proprietários das imobiliárias.",2014-04-01,2014-07-01,9000.00,1000.00,0.00,1000.00,10000.00,con,,,,,,,,,,,,,,,,,2014-04-01,2014-07-01,
34,7,Curso de Design Grafico,"Esta ação será de extrema importância uma vez que todos possuem site e também para o site do núcleo sempre são necessárias diagramações. Outro fator muito importante é que dará ferramentas para o empresário elaborar o próprio material de marketing do seu negócio. O curso está composto nos seguintes módulos: Adobe Ilustrator / Corel Draw/ Photoshop/ Indesign/ Fotografia Digital com duração de 40 horas/aula destinado exclusivamente para os proprietários das
imobiliárias.",2013-10-01,2014-03-01,11000.00,1000.00,0.00,1000.00,12000.00,con,,,,,,,,,,,,,,,,,2013-10-01,2014-03-01,
34,8,Curso de vendas com programação neurolinguistica.,"Devido á necessidade de negociação o tempo todo, com clientes, com empreendedores e até mesmo com a família e devido ao insucesso por falta de preparo ou comportamento inadequado é que será oferecido o referido curso, onde pretenderemos melhorar o nível de comunicação entre vendedor e cliente; negociar e contornar objeções, criar ambiente de confiabilidade; encantar o cliente, valorizando o produto, identificar linguagens não verbais para conduzir o atendimento entre outros. O curso será destinado para os proprietários das imobiliárias e também para as equipes de corretores e atendimento das mesmas.",2013-10-01,2014-03-01,3600.00,1000.00,0.00,1000.00,4600.00,con,,,,,,,,,,,,,,,,,2013-10-01,2014-03-01,
34,9,Melhoria Contínua no processo de Comunicação,Hoje em dia a velocidade e agilidade nos negócios são diferenciais das empresas bem sucedidas. Para que conquistemos esta agilidade equiparemos os corretores das imobiliárias com tablets e com acesso à Internet para que durante o atendimento ao cliente sejam oferecidas as melhores opções num prazo bem reduzido de tempo. Assim os profissionais que trabalham muito externamente poderão ficar on line com as empresas e com os outros membros do grupo.,2014-04-01,2014-05-01,0.00,5000.00,11600.00,16600.00,16600.00,con,,,,,,,,,,,,,,,,,2014-04-01,2014-05-01,
34,10,Segurança e Monitoramento,"Em virtude da proposta de lei que tramita na Assembléia Legislativa do Estado
de São Paulo e que prevê a instalação obrigatória de câmeras de monitoramento na parte externa dos estabelecimentos em todo estado, as empresas do NICI decidiram se antecipar a fim de garantir maior segurança aos seus clientes e colaboradores.",2015-01-01,2015-03-01,0.00,8000.00,17000.00,25000.00,25000.00,con,,,,,,,,,,,,,,,,,2015-01-01,2015-03-01,
34,11,Plano de Marketing,"Será elaborado novamente o Plano de marketing visando difundir o NICI em Itatiba
principalmente para os novos empreendimentos que a cidade está recebendo. Importante ressaltarmos que todos os materiais a serem confeccionados serão necessariamente em material reciclado, como papelaria e ações promocionais.",2013-10-02,2015-06-02,40400.00,10200.00,0.00,10200.00,50600.00,con,,,,,,,,,,,,,,,,,2013-10-02,2015-06-02,
35,1,Estruturação do projeto,Ação formada pelo conjunto de atividades necessárias à gestão e monitoramento do projeto.,2013-08-01,2013-08-15,1799.33,0.00,0.00,0.00,1799.33,con,,,,,,,,,,,,,,,,,2013-08-01,2013-08-15,
35,2,Gestão e Monitoramento,Ação obrigatória formada pelo conjunto de atividades necessárias à gestão e monitoramento do projeto.,2013-08-01,2015-07-31,3598.67,0.00,0.00,0.00,3598.67,con,,,,,,,,,,,,,,,,,2013-08-01,2015-07-31,
35,3,Acompanhamento da execução das mensurações,Ação obrigatória formada pelo conjunto de atividades necessárias à mensuração dos resultados do projeto.,2013-08-01,2015-07-31,5398.00,0.00,0.00,0.00,5398.00,con,,,,,,,,,,,,,,,,,2013-08-01,2015-07-31,
35,4,Acompanhamento da execução das avaliações,"Ação obrigatória formada pelo conjunto de atividades necessárias à avaliação do projeto e sua revisão com vistas à melhoria de seu desempenho e aumento da efetividade. Essa atividade será realizada com auxílio da Equipe de Projeto, que utilizará os resultados obtidos nas pesquisas T0, T1 e T2 como base para análise do projeto.",2013-08-01,2015-07-31,7197.33,0.00,0.00,0.00,7197.33,con,,,,,,,,,,,,,,,,,2013-08-01,2015-07-31,
35,5,Fortalecimento da cultura associativista,"Participar de dois Encontros Estaduais do Empreender Competitivo um em cada ano, com os empresários integrantes do projeto.",2013-08-01,2014-12-30,0.00,0.00,6500.00,6500.00,6500.00,con,,,,,,,,,,,,,,,,,2013-08-01,2014-12-30,
35,6,Programa de melhorias da produtividade,"Realizar consultorias individuais e treinamentos coletivos de cronoanálise e do controle de produção para avaliação e aperfeiçoamento da rotina de trabalho, produtividade, eficiência e sincronismo do setor de produção das empresas.",2014-03-01,2014-08-30,19829.33,13000.00,9170.67,22170.67,42000.00,con,,,,,,,,,,,,,,,,,2014-03-01,2014-08-30,
35,7,Aprimoramento das técnicas e controle da produção,"Realizar consultorias individuais e treinamentos coletivos de PPCP - Planejamento, Programação e Controle da Produção para promover melhorias em todo o processo produtivo das empresas.",2014-07-01,2014-12-31,17500.00,14500.00,12000.00,26500.00,44000.00,con,,,,,,,,,,,,,,,,,2014-07-01,2014-12-31,
35,8,Consultoria em design,Realizar consultorias individuais e treinamentos coletivos em design têxtil para aprimorar os conhecimentos dos colaboradores envolvidos nas etapas da produção e preparação da matéria-prima para as coleções.,2015-02-12,2015-05-30,8440.00,3000.00,2000.00,5000.00,13440.00,con,,,,,,,,,,,,,,,,,2015-02-12,2015-05-30,
35,9,Melhorias dos processos de gestão,Realizar consultorias individuais para analises das etapas da gestão financeira e promover melhorias nos instrumentos de medição e nos controles administrativo e financeiro das empresas.,2013-08-15,2014-03-30,26000.00,5000.00,5000.00,10000.00,36000.00,con,,,,,,,,,,,,,,,,,2013-08-15,2014-03-30,
35,10,Plano de marketing,"Desenvolver campanhas de marketing para divulgação das marcas das empresas do núcleo, com a abrangência no estado de São Paulo e foco na região noroeste paulista.",2015-02-01,2015-07-30,11000.00,3000.00,6000.00,9000.00,20000.00,con,,,,,,,,,,,,,,,,,2015-02-01,2015-07-30,
36,1,Estruturação do projeto,Ação formada pelo conjunto de atividades necessárias à gestão e monitoramento do projeto.,2013-08-01,2015-07-31,1350.00,0.00,0.00,0.00,1350.00,con,,,,,,,,,,,,,,,,,2013-08-01,2015-07-31,
36,2,Gestão e Monitoramento,Ação obrigatória formada pelo conjunto de atividades necessárias à gestão e monitoramento do projeto.,2013-08-01,2015-07-31,2693.40,0.00,0.00,0.00,2693.40,con,,,,,,,,,,,,,,,,,2013-08-01,2015-07-31,
36,3,Acompanhamento da execução das mensurações,Ação obrigatória formada pelo conjunto de atividades necessárias à mensuração dos resultados do projeto.,2013-08-01,2015-07-31,4050.00,0.00,0.00,0.00,4050.00,con,,,,,,,,,,,,,,,,,2013-08-01,2015-07-31,
36,4,Acompanhamento da execução das avaliações,"Ação obrigatória formada pelo conjunto de atividades necessárias à avaliação do projeto e sua revisão com vistas à melhoria de seu desempenho e aumento da efetividade. Essa atividade será realizada com auxílio da Equipe de Projeto, que utilizará os resultados obtidos nas pesquisas T0, T1 e T2 como base para análise do projeto.",2013-08-01,2015-07-31,5406.60,0.00,0.00,0.00,5406.60,con,,,,,,,,,,,,,,,,,2013-08-01,2015-07-31,
36,5,Fortalecimento da cultura associativista.,"Participar de 2 (dois) Encontros Estaduais do Empreender Competitivo um em cada
ano, com os empresários integrantes do projeto.",2013-08-01,2014-12-30,0.00,0.00,6500.00,6500.00,6500.00,con,,,,,,,,,,,,,,,,,2013-08-01,2014-12-30,
36,6,Estratégias de Marketing,"Realizar Consultoria mercadológica para a elaboração de um plano de comunicação, e a implementação de estratégias para possibilitar a divulgação das empresas e conquistar espaço no mercado.",2014-08-01,2015-04-30,10000.00,5000.00,5500.00,10500.00,20500.00,con,,,,,,,,,,,,,,,,,2014-08-01,2015-04-30,
36,7,Capacitação em Gestão Empresarial,"Realizar Consultoria em gestão Empresarial e Capacitação Comportamental aos empresários e colaboradores, para o desenvolvimento organizacional das empresas.",2013-10-01,2014-10-30,29600.00,8000.00,4900.00,12900.00,42500.00,con,,,,,,,,,,,,,,,,,2013-10-01,2014-10-30,
36,8,Evento Promocional,"Realizar desfiles de moda para divulgar os produtos das empresas, aos consumidores de Marilia e região.",2013-09-10,2014-07-30,4000.00,6000.00,6000.00,12000.00,16000.00,con,,,,,,,,,,,,,,,,,2013-09-10,2014-07-30,
36,9,Capacitação Técnica,"Realizar capacitações técnicas por meio de profissionais especializados, para melhorias no atendimento, com técnicas modernas em embalagens e exposição dos produtos.",2014-09-01,2015-04-30,8500.00,5500.00,2000.00,7500.00,16000.00,con,,,,,,,,,,,,,,,,,2014-09-01,2015-04-30,
36,10,Missão Empresarial,"Realizar missões técnicas/visitas técnicas, com participação em feiras e eventos, a fim de identificar oportunidades para desenvolver parcerias com os fornecedores e prospecção de novos mercados.",2014-01-15,2015-05-30,10000.00,5000.00,5000.00,10000.00,20000.00,con,,,,,,,,,,,,,,,,,2014-01-15,2015-05-30,
37,1,Estruturação do projeto,Ação formada pelo conjunto de atividades necessárias à gestão e monitoramento do projeto.,,,0.00,0.00,0.00,0.00,0.00,ini,,,,,,,,,,,,,,,,,,,
37,2,Gestão e Monitoramento,Ação obrigatória formada pelo conjunto de atividades necessárias à gestão e monitoramento do projeto.,,,0.00,0.00,0.00,0.00,0.00,ini,,,,,,,,,,,,,,,,,,,
37,3,Acompanhamento da execução das mensurações,Ação obrigatória formada pelo conjunto de atividades necessárias à mensuração dos resultados do projeto.,,,0.00,0.00,0.00,0.00,0.00,ini,,,,,,,,,,,,,,,,,,,
37,4,Acompanhamento da execução das avaliações,"Ação obrigatória formada pelo conjunto de atividades necessárias à avaliação do projeto e sua revisão com vistas à melhoria de seu desempenho e aumento da efetividade. Essa atividade será realizada com auxílio da Equipe de Projeto, que utilizará os resultados obtidos nas pesquisas T0, T1 e T2 como base para análise do projeto.",,,0.00,0.00,0.00,0.00,0.00,ini,,,,,,,,,,,,,,,,,,,
38,1,Estruturação do projeto,Ação formada pelo conjunto de atividades necessárias à gestão e monitoramento do projeto.,2013-08-01,2013-08-15,1361.11,0.00,0.00,0.00,1361.11,con,,,,,,,,,,,,,,,,,2013-08-01,2013-08-15,
38,2,Gestão e Monitoramento,Ação obrigatória formada pelo conjunto de atividades necessárias à gestão e monitoramento do projeto.,2013-08-01,2015-07-31,2715.57,0.00,0.00,0.00,2715.57,con,,,,,,,,,,,,,,,,,2013-08-01,2015-07-31,
38,3,Acompanhamento da execução das mensurações,Ação obrigatória formada pelo conjunto de atividades necessárias à mensuração dos resultados do projeto.,2013-08-01,2015-07-31,4083.33,0.00,0.00,0.00,4083.33,con,,,,,,,,,,,,,,,,,2013-08-01,2015-07-31,
38,4,Acompanhamento da execução das avaliações,"Ação obrigatória formada pelo conjunto de atividades necessárias à avaliação do projeto e sua revisão com vistas à melhoria de seu desempenho e aumento da efetividade. Essa atividade será realizada com auxílio da Equipe de Projeto, que utilizará os resultados obtidos nas pesquisas T0, T1 e T2 como base para análise do projeto.",2013-08-01,2015-07-31,5451.09,0.00,0.00,0.00,5451.09,con,,,,,,,,,,,,,,,,,2013-08-01,2015-07-31,
38,5,Fortalecimento da cultura associativista,"Participar de 2 (dois) Encontros Estaduais do Empreender Competitivo um em cada ano, com os empresários integrantes do projeto.",2013-08-01,2014-12-30,0.00,0.00,6500.00,6500.00,6500.00,con,,,,,,,,,,,,,,,,,2013-08-01,2014-12-30,
38,6,Estruturação dos processos de gestão,Realizar consultoria por meio de empresa especializada para melhoria das habilidades e conhecimentos dos processos administrativos e financeiros.,2014-02-01,2014-12-20,25000.00,8000.00,5000.00,13000.00,38000.00,con,,,,,,,,,,,,,,,,,2014-02-01,2014-12-20,
38,7,Estratégias de Marketing,"Identificar estratégias de Marketing, para desenvolver material para identificação visual das empresas e campanhas promocionais de produtos e serviços para ampliação de mercado.",2013-09-10,2013-09-10,5000.00,6000.00,3000.00,9000.00,14000.00,con,,,,,,,,,,,,,,,,,2013-09-10,2013-09-10,
38,8,Capacitação Técnica,"Realizar capacitações aos empresários e colaboradores, para acompanhar a evolução do setor automotivo, através de técnicas modernas e utilização de novos equipamentos.",2013-11-01,2015-04-30,26611.11,6485.00,12903.89,19388.89,46000.00,con,,,,,,,,,,,,,,,,,2013-11-01,2015-04-30,
38,9,Missão Empresarial,"Realizar missões empresariais, orientadas a mercados fornecedores que envolvem visitas a feiras , para prospecção de novos negócios.",2014-02-01,2015-05-30,3000.00,2000.00,2000.00,4000.00,7000.00,con,,,,,,,,,,,,,,,,,2014-02-01,2015-05-30,
38,10,Inspeção Veicular,"Realizar evento, para inspecionar os principais itens de segurança e fomentar a manutenção preventiva de veículos da linha leve da frota local.",2014-05-30,2014-11-30,3000.00,7000.00,1000.00,8000.00,11000.00,con,,,,,,,,,,,,,,,,,2014-05-30,2014-11-30,
39,1,Estruturação do projeto,Ação formada pelo conjunto de atividades necessárias à gestão e monitoramento do projeto.,2013-08-01,2013-08-15,1611.11,0.00,0.00,0.00,1611.11,con,,,,,,,,,,,,,,,,,2013-08-01,2013-08-15,
39,2,Gestão e Monitoramento,Ação obrigatória formada pelo conjunto de atividades necessárias à gestão e monitoramento do projeto.,2013-08-01,2015-07-31,3214.35,0.00,0.00,0.00,3214.35,con,,,,,,,,,,,,,,,,,2013-08-01,2015-07-31,
39,3,Acompanhamento da execução das mensurações,Ação obrigatória formada pelo conjunto de atividades necessárias à mensuração dos resultados do projeto.,2013-08-01,2015-07-31,4833.33,0.00,0.00,0.00,4833.33,con,,,,,,,,,,,,,,,,,2013-08-01,2015-07-31,
39,4,Acompanhamento da execução das avaliações,"Ação obrigatória formada pelo conjunto de atividades necessárias à avaliação do projeto e sua revisão com vistas à melhoria de seu desempenho e aumento da efetividade. Essa atividade será realizada com auxílio da Equipe de Projeto, que utilizará os resultados obtidos nas pesquisas T0, T1 e T2 como base para análise do projeto.",2013-08-01,2015-07-31,6452.31,0.00,0.00,0.00,6452.31,con,,,,,,,,,,,,,,,,,2013-08-01,2015-07-31,
39,5,Fortalecimento da cultura associativista.,"Participar de 2 (dois) Encontros Estaduais do Empreender Competitivo um em cada ano, com os empresários integrantes do projeto.",2013-08-01,2014-12-30,0.00,0.00,6500.00,6500.00,6500.00,con,,,,,,,,,,,,,,,,,2013-08-01,2014-12-30,
39,6,Melhoria da Gestão Administrativa e Financeira,"Realizar consultorias individuais e capacitações coletivas, por meio de empresa especializada,
para que os empresários tenham uma visão abrangente e integrada de gestão de negócios.",2014-03-01,2014-11-30,13300.00,5000.00,5700.00,10700.00,24000.00,con,,,,,,,,,,,,,,,,,2014-03-01,2014-11-30,
39,7,Marketing,"Realizar consultoria mercadológica para elaborar um plano de comunicação, a fim de desenvolver ferramentas de mídia eletrônica, material para identificação visual das empresas e campanhas promocionais de produtos e serviços para ampliação de mercado.",2014-09-01,2015-04-30,9000.00,3000.00,6000.00,9000.00,18000.00,con,,,,,,,,,,,,,,,,,2014-09-01,2015-04-30,
39,8,Preparação das empresas para certificação,"Realizar consultoria/diagnósticos, para analisar e orientar os empresários quanto às exigências da legislação e as normas para futura certificação.",2013-11-10,2015-07-31,12500.00,3200.00,7000.00,10200.00,22700.00,con,,,,,,,,,,,,,,,,,2013-11-10,2015-07-31,
39,9,Capacitação Técnica,Realizar cinco capacitações técnicas específicas para atender as necessidades dos empresários e seus colaboradores e acompanhar às inovações tecnológicas do mercado.,2013-10-15,2015-04-30,33450.00,12000.00,10000.00,22000.00,55450.00,con,,,,,,,,,,,,,,,,,2013-10-15,2015-04-30,
39,10,Inspeção Veicular,"Realizar 2 (dois) eventos, um por ano, para inspecionar os principais itens de segurança e fomentar a manutenção preventiva de veículos da linha leve da frota local.",2013-08-15,2014-10-30,5861.11,11500.00,988.89,12488.89,18350.00,con,,,,,,,,,,,,,,,,,2013-08-15,2014-10-30,
40,1,Estruturação do projeto,Ação formada pelo conjunto de atividades necessárias à gestão e monitoramento do projeto.,2013-08-01,2013-08-15,1607.78,0.00,0.00,0.00,1607.78,con,,,,,,,,,,,,,,,,,2013-08-01,2013-08-15,
40,2,Gestão e Monitoramento,Ação obrigatória formada pelo conjunto de atividades necessárias à gestão e monitoramento do projeto.,2013-08-01,2015-07-31,3215.56,0.00,0.00,0.00,3215.56,con,,,,,,,,,,,,,,,,,2013-08-01,2015-07-31,
40,3,Acompanhamento da execução das mensurações,Ação obrigatória formada pelo conjunto de atividades necessárias à mensuração dos resultados do projeto.,2013-08-01,2015-07-31,4823.33,0.00,0.00,0.00,4823.33,con,,,,,,,,,,,,,,,,,2013-08-01,2015-07-31,
40,4,Acompanhamento da execução das avaliações,"Ação obrigatória formada pelo conjunto de atividades necessárias à avaliação do projeto e sua revisão com vistas à melhoria de seu desempenho e aumento da efetividade. Essa atividade será realizada com auxílio da Equipe de Projeto, que utilizará os resultados obtidos nas pesquisas T0, T1 e T2 como base para análise do projeto.",2013-08-01,2015-07-31,6431.11,0.00,0.00,0.00,6431.11,con,,,,,,,,,,,,,,,,,2013-08-01,2015-07-31,
40,5,Fortalecimento da cultura associativista.,"Participar de dois Encontros Estaduais do Empreender Competitivo um em cada ano, com os empresários integrantes do projeto.",2013-08-01,2014-12-30,0.00,0.00,6500.00,6500.00,6500.00,con,,,,,,,,,,,,,,,,,2013-08-01,2014-12-30,
40,6,Capacitação técnica e de Gestão.,"Realizar cursos para capacitação de funcionários na área de vendas e cursos de capaci- tação para os proprietários na área de gestão. Qualificando e treinando pesso- as,profissionalizando tanto as empresas como os indivíduos que nelas prestam seus serviços de mão de obra.",2013-08-15,2015-01-30,22181.60,9900.00,7242.22,17142.22,39323.82,con,,,,,,,,,,,,,,,,,2013-08-15,2015-01-30,
40,7,Promoção e Divulgação nas empresas,"Esta ação é formada pelo conjunto de atividades relacionadas com o mercado de atuação, prospecção e fidelização de clientes. Sua realização será através de consultoria merca- dológica e elaboração de um plano de marketing, contendo estudo das potencialidades e neces- sidades do mercado, e fidelização dos clientes.",2013-08-15,2015-06-15,5040.00,3300.00,3300.00,6600.00,11640.00,con,,,,,,,,,,,,,,,,,2013-08-15,2015-06-15,
40,8,Campanhas Promocionais,"Realizar campanha promocional coletiva, para otimizar ações, custos e criar uma identidade coletiva das empresas participantes.",2013-08-15,2015-06-15,35736.18,5500.00,5500.00,11000.00,46736.18,con,,,,,,,,,,,,,,,,,2013-08-15,2015-06-15,
40,9,Consultoria Técnica especializada,"Realizar consultoria especializada para estruturar o registro e abertura de um outlet, bem como o registro de uma marca especifica e o planejamento tributário para identificar custos fiscais administrativos e encargos de mão de obra.",2013-08-15,2015-06-15,0.00,10700.00,9000.00,19700.00,19700.00,con,,,,,,,,,,,,,,,,,2013-08-15,2015-06-15,
40,10,Missão Técnica Empresarial,"Visitar duas feiras nacionais para realizar aproximação com fornecedores, na oportunidade será incluso no roteiro a visita a um instituto ou empresa de renome nacional para troca de experiência.",2013-08-15,2015-06-15,11000.00,4900.00,4900.00,9800.00,20800.00,con,,,,,,,,,,,,,,,,,2013-08-15,2015-06-15,
41,1,Estruturação do projeto,Ação formada pelo conjunto de atividades necessárias à gestão e monitoramento do projeto.,2013-08-01,2013-08-15,1444.45,0.00,0.00,0.00,1444.45,con,,,,,,,,,,,,,,,,,2013-08-01,2013-08-15,
