idreuniao,idempresa,faceb
4526,16714,false
4527,10900,false
4527,10901,false
4527,10903,false
4527,10906,false
4527,10907,false
4527,10937,false
4527,11387,false
4529,7622,false
4529,7747,false
4529,7912,false
4529,8006,false
4529,8463,false
4529,11354,false
4529,16714,false
4530,10606,false
4530,10608,false
4531,10606,false
4531,10608,false
4532,6558,false
4532,10606,false
4533,10606,false
4534,6558,false
4534,6611,false
4534,10606,false
4534,10608,false
4535,6558,false
4535,6611,false
4535,10606,false
4535,10608,false
4536,17960,false
4537,7676,false
4537,8006,false
4537,8463,false
4537,11354,false
4537,16714,false
4538,6558,false
4538,10606,false
4538,10608,false
4538,17975,false
4539,6611,false
4539,10606,false
4539,10608,false
4540,6558,false
4540,10606,false
4540,10608,false
4540,17975,false
4541,10606,false
4541,10608,false
4541,17975,false
4542,5804,false
4542,5805,false
4542,5914,false
4543,5804,false
4543,5805,false
4543,5914,false
4544,5804,false
4544,5805,false
4544,5914,false
4545,7676,false
4545,7912,false
4545,8006,false
4545,8463,false
4545,11354,false
4546,17961,false
4546,17962,false
4546,17964,false
4546,17966,false
4546,17968,false
4546,17972,false
4547,5804,false
4547,5805,false
4547,5914,false
4548,5804,false
4548,5805,false
4548,5914,false
4549,5804,false
4549,5805,false
4549,5914,false
4550,5804,false
4550,5805,false
4550,5914,false
4551,6557,false
4551,6847,false
4551,6848,false
4552,17965,false
4552,17969,false
4552,17970,false
4552,17971,false
4552,17974,false
4552,17976,false
4552,17977,false
4552,17978,false
4552,17979,false
4552,17980,false
4553,17965,false
4553,17967,false
4553,17969,false
4553,17970,false
4553,17974,false
4553,17977,false
4553,17978,false
4553,17979,false
4553,17980,false
4554,6381,false
4554,6384,false
4554,6549,false
4555,7972,false
4555,8945,false
4555,15520,false
4555,15521,false
4556,17965,false
4556,17967,false
4556,17969,false
4556,17970,false
4556,17976,false
4556,17978,false
4556,17979,false
4556,17980,false
4557,32781,false
4558,7972,false
4558,8945,false
4558,15520,false
4558,15521,false
4559,32781,false
4560,7411,false
4560,16722,false
4560,16723,false
4560,16724,false
4560,16726,false
4560,16727,false
4560,16728,false
4560,16730,false
4560,16734,false
4561,7411,false
4561,16722,false
4561,16723,false
4561,16725,false
4561,16726,false
4561,16727,false
4561,16728,false
4561,16730,false
4561,16734,false
4562,7411,false
4562,16722,false
4562,16723,false
4562,16724,false
4562,16725,false
4562,16727,false
4562,16728,false
4562,16730,false
4562,16732,false
4563,7411,false
4563,16722,false
4563,16723,false
4563,16724,false
4563,16726,false
4563,16727,false
4563,16730,false
4563,16732,false
4563,16733,false
4563,16734,false
4564,15667,false
4564,15669,false
4564,15670,false
4564,15671,false
4564,15676,false
4564,15677,false
4564,15678,false
4564,15679,false
4564,15680,false
4564,15681,false
4564,15682,false
4564,15740,false
4564,16829,false
4565,15667,false
4565,15669,false
4565,15670,false
4565,15671,false
4565,15676,false
4565,15677,false
4565,15678,false
4565,15679,false
4565,15680,false
4565,15681,false
4565,15682,false
4565,15740,false
4565,16174,false
4565,16829,false
4566,15841,false
4566,15844,false
4566,15845,false
4566,15846,false
4566,15847,false
4566,15853,false
4566,15854,false
4566,16436,false
4566,16665,false
4566,17371,false
4566,17503,false
4566,17504,false
4567,15841,false
4567,15844,false
4567,15845,false
4567,15846,false
4567,15847,false
4567,15853,false
4567,15854,false
4567,16436,false
4567,16665,false
4567,17503,false
4567,17504,false
4568,15710,false
4568,15716,false
4568,15731,false
4568,15898,false
4568,15899,false
4568,15900,false
4568,16667,false
4569,15899,false
4569,15900,false
4570,15741,false
4570,15743,false
4570,15744,false
4570,15745,false
4570,15746,false
4570,15747,false
4570,15750,false
4570,15752,false
4570,16280,false
4570,16281,false
4570,17943,false
4571,15741,false
4571,15743,false
4571,15744,false
4571,15745,false
4571,15746,false
4571,15747,false
4571,15750,false
4571,15752,false
4571,16280,false
4571,16281,false
4571,17943,false
4572,15741,false
4572,15743,false
4572,15744,false
4572,15746,false
4572,15747,false
4572,15750,false
4572,15752,false
4572,16280,false
4572,16281,false
4572,17943,false
4573,17990,false
4574,17990,false
4574,17991,false
4574,17992,false
4575,16679,false
4575,16682,false
4575,16684,false
4575,16685,false
4575,16687,false
4577,16917,false
4577,16920,false
4577,16924,false
4578,10346,false
4578,10348,false
4578,10350,false
4578,10724,false
4578,30800,false
4579,6911,false
4579,6914,false
4579,6916,false
4579,6922,false
4579,6925,false
4579,6928,false
4579,6936,false
4579,6938,false
4579,10744,false
4579,10792,false
4580,16157,false
4580,16159,false
4580,16160,false
4580,16193,false
4580,16203,false
4580,16207,false
4580,16242,false
4580,16243,false
4580,16244,false
4580,17059,false
4580,17995,false
4581,6903,false
4581,6905,false
4581,6907,false
4581,6908,false
4581,6911,false
4581,6916,false
4581,6922,false
4581,6923,false
4581,6925,false
4581,6928,false
4581,6930,false
4582,6904,false
4582,6905,false
4582,6907,false
4582,6911,false
4582,6928,false
4582,6930,false
4582,6933,false
4582,6938,false
4582,10792,false
4583,6904,false
4583,6907,false
4583,6914,false
4583,6916,false
4583,6922,false
4583,6925,false
4583,6928,false
4583,10744,false
4583,10792,false
4583,10795,false
4584,6904,false
4584,6907,false
4584,6911,false
4584,6925,false
4584,6928,false
4584,6933,false
4584,10744,false
4584,10795,false
4585,6903,false
4585,6911,false
4585,6914,false
4585,6916,false
4585,6925,false
4585,10744,false
4585,10792,false
4585,10795,false
4586,13907,false
4586,13939,false
4586,13940,false
4586,17382,false
4587,17998,false
4587,17999,false
4587,18000,false
4587,18001,false
4587,18002,false
4587,18003,false
4587,18004,false
4587,18006,false
4588,7411,false
4588,16722,false
4588,16723,false
4588,16724,false
4588,16725,false
4588,16727,false
4588,16732,false
4588,16734,false
4589,7411,false
4589,16722,false
4589,16723,false
4589,16724,false
4589,16725,false
4589,16727,false
4589,16728,false
4589,16730,false
4589,16732,false
4589,16733,false
4589,16734,false
4589,16735,false
4589,16736,false
4590,17872,false
4590,17877,false
4590,17883,false
4590,17885,false
4590,17886,false
4591,7411,false
4591,16723,false
4591,16728,false
4591,16733,false
4591,16734,false
4591,16736,false
4592,17872,false
4592,17877,false
4592,17883,false
4592,17885,false
4592,17886,false
4593,17567,false
4593,17568,false
4593,17569,false
4593,17572,false
4594,17567,false
4594,17568,false
4594,17569,false
4594,17572,false
4595,17578,false
4595,17581,false
4595,17583,false
4595,17584,false
4595,17585,false
4596,17578,false
4596,17581,false
4596,17583,false
4596,17584,false
4596,17585,false
4597,6904,false
4597,6907,false
4597,6908,false
4597,6911,false
4597,6914,false
4597,6916,false
4597,6923,false
4597,6925,false
4597,6928,false
4597,6938,false
4597,10744,false
4597,10792,false
4597,15360,false
4598,6819,false
4598,6820,false
4598,6821,false
4598,6822,false
4598,6823,false
4598,6824,false
4598,6825,false
4599,11656,false
4599,11657,false
4599,11659,false
4599,11660,false
4599,11706,false
4599,11707,false
4599,11712,false
4599,16069,false
4599,16115,false
4599,17135,false
4600,11655,false
4600,11656,false
4600,11657,false
4600,11659,false
4600,11660,false
4600,11706,false
4600,11707,false
4600,11708,false
4600,11712,false
4600,16069,false
4600,16115,false
4600,17135,false
4601,11657,false
4601,11659,false
4601,11660,false
4601,11706,false
4601,11707,false
4601,11712,false
4601,16115,false
4603,13834,false
4603,13983,false
4603,13987,false
4603,14552,false
4603,14553,false
4603,15274,false
4603,15275,false
4603,16964,false
4603,16965,false
4603,16966,false
4604,11293,false
4604,11296,false
4604,16070,false
4604,16071,false
4605,11292,false
4605,11293,false
4605,11296,false
4605,16070,false
4605,16073,false
4606,13983,false
4606,13987,false
4606,14552,false
4606,14553,false
4606,15274,false
4606,15275,false
4606,16964,false
4606,16965,false
4606,16966,false
4606,16967,false
4607,6061,false
4607,6062,false
4607,6066,false
4607,6068,false
4607,6069,false
4607,6070,false
4607,6072,false
4607,6073,false
4607,10769,false
4607,14879,false
4607,15438,false
4608,6061,false
4608,6062,false
4608,6066,false
4608,6068,false
4608,6069,false
4608,6070,false
4608,6071,false
4608,6072,false
4608,6073,false
4608,10769,false
4608,14879,false
4608,14880,false
4608,14881,false
4608,15437,false
4608,15438,false
4609,10364,false
4609,10366,false
4609,10368,false
4610,14945,false
4610,14946,false
4610,14948,false
4610,14949,false
4610,14950,false
4610,14951,false
4610,14952,false
4610,14953,false
4610,14954,false
4610,14955,false
4610,14958,false
4610,14960,false
4611,14948,false
4611,14949,false
4611,14950,false
4611,14951,false
4611,14952,false
4611,14953,false
4611,14955,false
4611,14957,false
4611,14958,false
4612,14945,false
4612,14948,false
4612,14949,false
4612,14952,false
4612,14954,false
4612,14955,false
4612,14956,false
4612,14957,false
4612,14958,false
4612,14960,false
4613,14948,false
4613,14951,false
4613,14954,false
4613,14955,false
4613,14956,false
4613,14957,false
4613,14958,false
4613,14960,false
4614,17592,false
4614,17593,false
4614,17595,false
4614,17596,false
4615,6392,false
4615,6393,false
4615,6395,false
4615,6396,false
4615,6398,false
4615,11152,false
4615,40231,false
4616,17182,false
4616,17183,false
4617,6081,false
4617,6083,false
4617,6085,false
4617,6086,false
4617,6087,false
4617,6091,false
4617,6092,false
4617,6095,false
4617,6096,false
4617,6097,false
4617,27985,false
4617,36943,false
4618,10900,false
4618,10901,false
4618,10903,false
4618,10904,false
4618,10907,false
4619,5918,false
4619,5922,false
4620,5916,false
4620,5922,false
4620,5924,false
4621,5853,false
4621,5854,false
4621,5855,false
4621,5856,false
4621,5858,false
4621,5860,false
4621,6596,false
4621,6834,false
4622,16936,false
4622,16938,false
4622,16939,false
4622,16942,false
4622,16945,false
4623,5854,false
4623,5856,false
4623,5858,false
4623,5860,false
4623,6597,false
4623,6834,false
4624,16902,false
4624,16905,false
4624,16907,false
4624,16927,false
4624,16928,false
4625,5853,false
4625,5856,false
4625,5860,false
4625,6596,false
4625,6597,false
4625,6834,false
4626,18005,false
4626,18007,false
4626,18012,false
4626,18013,false
4626,18014,false
4626,18022,false
4626,18023,false
4626,18024,false
4626,18025,false
4626,18026,false
4626,18027,false
4627,18008,false
4627,18009,false
4627,18010,false
4627,18011,false
4627,18015,false
4627,18016,false
4627,18017,false
4627,18018,false
4627,18019,false
4628,18005,false
4628,18007,false
4628,18012,false
4628,18013,false
4628,18014,false
4628,18022,false
4628,18023,false
4628,18024,false
4628,18025,false
4628,18026,false
4628,18027,false
4629,18005,false
4629,18007,false
4629,18012,false
4629,18013,false
4629,18014,false
4629,18022,false
4629,18023,false
4629,18024,false
4629,18025,false
4629,18026,false
4629,18027,false
4630,15830,false
4630,15831,false
4631,16938,false
4631,16940,false
4632,16934,false
4633,16933,false
4634,5854,false
4634,5858,false
4634,6596,false
4634,6597,false
4634,6834,false
4635,5853,false
4635,5854,false
4635,5858,false
4635,5860,false
4635,6596,false
4635,6597,false
4635,6834,false
4636,15495,false
4636,15497,false
4636,15503,false
4636,15510,false
4636,27453,false
4637,15830,false
4637,15831,false
4638,15495,false
4638,15497,false
4638,15498,false
4638,15510,false
4639,15497,false
4639,15500,false
4640,15495,false
4640,15497,false
4640,15498,false
4640,15500,false
4640,15510,false
4640,27453,false
4641,5855,false
4641,5856,false
4642,15012,false
4642,15015,false
4642,15016,false
4642,15017,false
4642,15019,false
4642,15020,false
4642,15021,false
4643,15012,false
4643,15013,false
4643,15015,false
4643,15017,false
4643,15018,false
4643,15019,false
4643,15020,false
4643,15021,false
4644,14991,false
4644,14992,false
4644,14993,false
4644,14994,false
4644,14997,false
4644,15000,false
4644,15008,false
4644,16576,false
4644,16577,false
4645,14991,false
4645,14993,false
4645,14994,false
4645,14997,false
4645,15000,false
4645,15008,false
4645,16576,false
4645,16577,false
4647,14962,false
4647,14963,false
4647,14964,false
4647,14966,false
4647,14971,false
4647,14972,false
4647,14973,false
4647,14975,false
4647,14977,false
4647,15502,false
4647,16041,false
4647,16133,false
4649,15028,false
4649,15029,false
4649,15030,false
4649,15032,false
4649,15037,false
4649,15038,false
4649,15039,false
4649,15040,false
4649,15042,false
4649,15043,false
4649,15367,false
4650,14962,false
4650,14963,false
4650,14964,false
4650,14966,false
4650,14969,false
4650,14971,false
4650,14973,false
4650,14975,false
4650,14977,false
4650,15502,false
4650,16041,false
4650,16133,false
4652,15028,false
4652,15029,false
4652,15030,false
4652,15032,false
4652,15037,false
4652,15038,false
4652,15039,false
4652,15042,false
4652,15043,false
4652,15367,false
4654,18005,false
4654,18007,false
4654,18012,false
4654,18013,false
4654,18014,false
4654,18022,false
4654,18023,false
4654,18024,false
4654,18025,false
4654,18026,false
4654,18027,false
4656,5528,false
4656,5532,false
4656,5556,false
4656,5560,false
4656,5567,false
4656,5575,false
4656,5578,false
4656,5582,false
4656,29316,false
4657,5528,false
4657,5532,false
4657,5556,false
4657,5560,false
4657,5567,false
4657,5575,false
4657,5578,false
4657,5582,false
4657,29316,false
4658,14093,false
4658,14143,false
4659,16934,false
4660,16933,false
4661,14093,false
4661,14143,false
4662,6459,false
4662,6460,false
4662,10770,false
4663,6265,false
4663,6266,false
4663,6268,false
4663,6270,false
4663,6274,false
4663,12870,false
4663,12871,false
4664,6408,false
4664,6409,false
4664,6410,false
4664,6411,false
4664,6412,false
4664,6420,false
4664,13863,false
4664,14501,false
4665,15301,false
4665,15305,false
4665,15306,false
4665,15307,false
4665,15309,false
4665,15310,false
4665,15311,false
4665,15314,false
4665,15316,false
4666,17055,false
4666,17057,false
4666,17058,false
4666,17747,false
4669,15171,false
4669,15172,false
4669,15173,false
4669,15174,false
4669,15175,false
4669,15176,false
4669,15177,false
4669,15178,false
4669,15179,false
4669,15180,false
4670,5531,false
4670,5561,false
4670,7167,false
4670,7168,false
4671,7167,false
4671,7168,false
4671,7169,false
4672,5694,false
4672,6572,false
4672,6573,false
4672,6574,false
4672,6576,false
4672,6580,false
4673,11113,false
4673,11115,false
4673,11118,false
4673,11120,false
4673,11121,false
4673,11124,false
4673,11126,false
4673,11129,false
4673,11133,false
4673,11137,false
4673,11143,false
4673,12611,false
4674,11519,false
4674,11524,false
4674,11531,false
4674,11534,false
4674,11535,false
4674,11540,false
4674,11541,false
4674,11591,false
4674,11593,false
4674,11595,false
4674,11602,false
4674,11604,false
4674,11611,false
4674,11830,false
4674,12454,false
4674,13750,false
4674,15753,false
4676,10377,false
4676,10434,false
4676,10437,false
4676,12741,false
4676,13171,false
4676,15327,false
4677,11519,false
4677,11529,false
4677,11530,false
4677,11531,false
4677,11534,false
4677,11535,false
4677,11537,false
4677,11539,false
4677,11540,false
4677,11541,false
4677,11591,false
4677,11593,false
4677,11595,false
4677,11601,false
4677,11602,false
4677,11603,false
4677,11604,false
4677,11607,false
4677,11830,false
4677,11831,false
4677,12454,false
4677,13750,false
4677,15753,false
4677,28866,false
4678,15792,false
4678,17541,false
4678,17542,false
4678,18074,false
4678,18076,false
4678,18078,false
4678,18079,false
4678,18080,false
4678,18081,false
4679,6557,false
4680,15700,false
4680,15705,false
4680,15714,false
4680,15721,false
4680,15775,false
4680,15776,false
4680,15778,false
4680,15782,false
4680,15785,false
4680,15786,false
4680,17714,false
4680,17717,false
4680,17721,false
4680,17722,false
4680,17742,false
4680,17769,false
4680,18082,false
4681,17859,false
4681,17861,false
4681,17954,false
4681,17956,false
4681,32858,false
4682,17960,false
4682,17973,false
4682,17989,false
4682,18041,false
4682,18042,false
4682,18043,false
4683,17957,false
4683,17959,false
4684,15700,false
4684,15778,false
4684,15781,false
4684,17722,false
4684,17764,false
4685,6381,false
4685,6384,false
4685,6549,false
4686,10946,false
4686,10948,false
4686,15057,false
4686,15059,false
4687,15808,false
4687,17541,false
4687,18073,false
4687,18074,false
4687,18076,false
4687,18078,false
4687,18079,false
4687,18080,false
4688,15803,false
4688,17536,false
4688,17541,false
4688,17542,false
4688,18073,false
4688,18074,false
4688,18077,false
4688,18078,false
4688,18079,false
4688,18080,false
4690,10747,false
4690,10748,false
4690,10750,false
4690,10751,false
4690,10753,false
4690,10754,false
4690,10755,false
4690,10756,false
4690,10757,false
4690,10758,false
4690,10759,false
4690,10764,false
4690,14698,false
4690,27988,false
4691,6059,false
4691,6064,false
4691,6065,false
4691,6076,false
4691,6078,false
4691,6079,false
4691,6134,false
4691,6135,false
4692,5622,false
4692,5626,false
4692,5635,false
4692,6428,false
4693,17592,false
4693,17593,false
4693,17595,false
4693,17596,false
4694,16722,false
4694,16723,false
4694,16725,false
4694,16727,false
4694,16728,false
4694,16730,false
4694,16731,false
4694,16733,false
4694,16734,false
4694,16735,false
4695,17614,false
4695,17615,false
4695,17616,false
4695,17619,false
4695,17622,false
4696,11481,false
4696,11482,false
4696,11490,false
4696,11496,false
4696,11699,false
4696,11700,false
4696,11701,false
4696,11702,false
4696,11704,false
4696,11705,false
4697,6165,false
4697,10476,false
4697,10579,false
4697,10637,false
4697,15663,false
4698,5930,false
4698,5932,false
4698,5933,false
4698,5938,false
4698,5939,false
4699,16179,false
4699,16227,false
4699,18072,false
4700,10530,false
4700,10579,false
4700,10637,false
4700,15663,false
4701,16179,false
4701,16183,false
4701,16187,false
4701,16188,false
4701,16191,false
4701,16192,false
4701,16200,false
4701,16211,false
4701,16212,false
4701,16214,false
4701,16215,false
4701,16219,false
4701,16226,false
4701,16227,false
4701,16229,false
4701,16231,false
4701,16232,false
4701,16883,false
4701,16884,false
4701,18071,false
4701,18072,false
4702,10341,false
4702,10344,false
4702,11108,false
4702,11109,false
4702,11110,false
4702,13089,false
4702,28830,false
4703,16456,false
4703,16459,false
4703,16460,false
4703,16461,false
4703,16466,false
4703,16467,false
4703,16468,false
4703,16476,false
4703,16710,false
4703,17475,false
4704,11727,false
4704,11734,false
4704,11738,false
4704,11742,false
4704,11747,false
4704,11751,false
4705,17159,false
4705,17163,false
4705,17168,false
4705,17170,false
4705,17171,false
4705,17175,false
4705,17182,false
4705,17183,false
4705,17184,false
4705,17185,false
4705,17186,false
4705,17242,false
4706,18109,false
4706,18111,false
4706,18112,false
4706,18113,false
4706,18118,false
4706,18121,false
4706,18122,false
4706,18124,false
4706,18125,false
4706,18127,false
4706,18129,false
4706,18131,false
4706,18132,false
4706,18135,false
4706,18136,false
4706,18137,false
4706,18138,false
4706,18139,false
4706,18140,false
4707,17194,false
4707,17199,false
4707,17243,false
4707,17245,false
4707,17246,false
4707,17285,false
4708,17086,false
4708,17087,false
4708,17088,false
4708,17090,false
4708,17092,false
4708,17095,false
4709,14885,false
4709,14887,false
4709,14893,false
4709,14895,false
4710,11641,false
4710,11642,false
4710,11643,false
4710,11645,false
4710,17036,false
4710,17037,false
4710,17038,false
4710,17039,false
4710,17040,false
4711,11642,false
4711,11643,false
4711,11646,false
4711,17040,false
4712,11641,false
4712,11642,false
4712,11643,false
4712,11644,false
4712,11645,false
4712,11646,false
4713,11641,false
4714,11882,false
4714,12985,false
4714,18110,false
4714,18116,false
4715,11877,false
4715,11881,false
4715,12987,false
4715,18110,false
4716,10822,false
4716,10823,false
4716,10824,false
4717,12985,false
4718,11875,false
4718,11882,false
4718,12985,false
4718,12987,false
4718,18110,false
4718,18117,false
4719,10875,false
4719,10876,false
4719,10877,false
4719,10878,false
4719,10879,false
4719,10880,false
4719,10884,false
4719,10885,false
4719,10887,false
4719,10889,false
4719,10891,false
4719,10908,false
4719,10909,false
4719,10910,false
4719,10911,false
4719,10913,false
4719,10915,false
4719,10918,false
4719,10919,false
4719,10920,false
4719,10922,false
4719,31793,false
4720,16440,false
4720,16441,false
4720,16442,false
4720,16443,false
4720,16444,false
4720,16445,false
4720,16447,false
4720,16448,false
4720,16472,false
4720,16475,false
4720,16477,false
4720,16482,false
4720,16493,false
4720,16495,false
4720,16497,false
4720,16503,false
4720,16505,false
4720,16507,false
4720,16510,false
4720,16512,false
4720,16513,false
4720,16515,false
4720,16516,false
4720,16517,false
4720,16518,false
4720,16519,false
4720,16520,false
4720,16521,false
4720,31781,false
4720,31794,false
4721,18191,false
4721,18199,false
4721,18205,false
4722,18189,false
4722,18191,false
4722,18197,false
4722,18199,false
4723,18189,false
4723,18191,false
4723,18197,false
4723,18199,false
4723,18202,false
4724,18189,false
4724,18197,false
4724,18199,false
4724,18202,false
4724,18204,false
4725,18189,false
4725,18191,false
4725,18194,false
4725,18197,false
4725,18201,false
4725,18202,false
4725,18204,false
4725,18205,false
4726,18189,false
4726,18191,false
4726,18194,false
4726,18196,false
4726,18199,false
4726,18202,false
4726,18204,false
4726,18205,false
4727,7411,false
4727,16722,false
4727,16723,false
4727,16724,false
4727,16726,false
4727,16727,false
4727,16730,false
4727,16734,false
4728,15553,false
4728,15555,false
4728,15559,false
4728,15560,false
4728,15562,false
4728,15563,false
4729,15546,false
4729,15547,false
4729,15548,false
4729,15549,false
4729,15552,false
4729,15553,false
4729,15555,false
4729,15562,false
4729,15563,false
4729,15587,false
4730,15525,false
4730,16674,false
4730,16677,false
4730,16678,false
4731,15523,false
4731,15524,false
4731,15528,false
4731,15532,false
4731,15533,false
4731,15537,false
4731,15539,false
4732,7411,false
4732,16723,false
4732,16724,false
4732,16727,false
4732,16728,false
4732,16730,false
4732,16734,false
4733,17055,false
4733,17057,false
4733,17058,false
4733,17111,false
4733,17747,false
4734,15523,false
4734,15524,false
4734,15528,false
4734,15532,false
4734,15533,false
4734,15534,false
4734,15535,false
4734,15537,false
4734,15539,false
4735,15525,false
4735,16674,false
4735,16676,false
4735,16677,false
4735,16678,false
4736,7668,false
4736,7830,false
4736,7861,false
4736,8427,false
4736,8515,false
4736,8677,false
4736,11351,false
4736,11352,false
4736,15513,false
4736,16713,false
4737,5673,false
4737,5674,false
4737,5676,false
4737,5686,false
4737,5688,false
4737,5691,false
4737,5692,false
4737,5693,false
4737,6567,false
4737,12859,false
4737,12860,false
4737,12861,false
4737,12862,false
4737,12879,false
4738,16679,false
4738,16680,false
4738,16681,false
4738,16682,false
4738,16684,false
4738,16685,false
4738,16687,false
4738,16688,false
4738,16689,false
4738,16690,false
4739,16917,false
4739,16919,false
4739,16920,false
4739,16922,false
4739,16924,false
4739,17993,false
4739,17994,false
4740,7668,false
4740,7750,false
4740,7830,false
4740,7861,false
4740,8677,false
4740,11352,false
4740,15513,false
4740,16713,false
4741,18114,false
4741,18120,false
4741,18231,false
4741,18232,false
4741,18233,false
4741,18234,false
4741,18235,false
4741,18236,false
4741,18237,false
4741,18238,false
4741,18239,false
4741,18240,false
4741,18241,false
4741,18248,false
4741,18250,false
4741,18252,false
4741,18255,false
4742,18114,false
4742,18120,false
4742,18231,false
4742,18232,false
4742,18233,false
4742,18234,false
4742,18235,false
4742,18236,false
4742,18237,false
4742,18238,false
4742,18239,false
4742,18240,false
4742,18241,false
4742,18248,false
4742,18250,false
4742,18252,false
4742,18255,false
4743,18114,false
4743,18120,false
4743,18231,false
4743,18232,false
4743,18233,false
4743,18234,false
4743,18235,false
4743,18236,false
4743,18237,false
4743,18238,false
4743,18239,false
4743,18240,false
4743,18241,false
4743,18248,false
4743,18250,false
4743,18252,false
4743,18255,false
4744,18114,false
4744,18120,false
4744,18231,false
4744,18232,false
4744,18233,false
4744,18234,false
4744,18235,false
4744,18236,false
4744,18237,false
4744,18238,false
4744,18239,false
4744,18240,false
4744,18241,false
4744,18248,false
4744,18250,false
4744,18252,false
4744,18255,false
4745,5641,false
4745,10326,false
4745,10328,false
4745,10330,false
4745,10334,false
4745,10335,false
4746,17792,false
4746,17794,false
4746,17795,false
4746,17796,false
4746,17797,false
4746,17798,false
4746,17824,false
4746,17825,false
4746,17828,false
4746,17829,false
4746,17830,false
4746,17832,false
4747,17792,false
4747,17793,false
4747,17794,false
4747,17795,false
4747,17797,false
4747,17798,false
4747,17824,false
4747,17830,false
4747,17831,false
4747,17832,false
4748,17779,false
4748,17780,false
4748,17781,false
4748,17782,false
4748,17784,false
4748,17786,false
4748,17787,false
4748,17788,false
4748,17789,false
4748,17791,false
4749,17782,false
4749,17783,false
4749,17784,false
4749,17786,false
4749,17788,false
4749,17789,false
4749,17790,false
4749,17791,false
4749,17833,false
4750,17851,false
4750,17852,false
4750,17854,false
4750,17856,false
4750,17857,false
4751,17851,false
4751,17852,false
4751,17854,false
4751,17856,false
4751,17857,false
4752,17835,false
4752,17839,false
4752,17842,false
4752,17844,false
4752,17847,false
4752,17848,false
4752,17850,false
4753,17835,false
4753,17839,false
4753,17842,false
4753,17844,false
4753,17847,false
4753,17848,false
4753,17850,false
4754,18114,false
4754,18120,false
4754,18231,false
4754,18232,false
4754,18233,false
4754,18234,false
4754,18235,false
4754,18236,false
4754,18237,false
4754,18238,false
4754,18239,false
4754,18240,false
4754,18241,false
4754,18248,false
4754,18250,false
4754,18252,false
4754,18255,false
4755,18114,false
4755,18120,false
4755,18231,false
4755,18232,false
4755,18233,false
4755,18234,false
4755,18235,false
4755,18236,false
4755,18237,false
4755,18238,false
4755,18239,false
4755,18240,false
4755,18241,false
4755,18248,false
4755,18250,false
4755,18252,false
4755,18255,false
4756,6907,false
4756,6914,false
4756,6916,false
4756,6925,false
4756,6928,false
4756,10744,false
4756,10792,false
4757,15944,false
4757,15945,false
4757,15946,false
4757,15947,false
4757,15949,false
4757,15951,false
4757,15952,false
4757,15954,false
4757,15955,false
4757,15956,false
4758,6907,false
4758,6911,false
4758,6914,false
4758,6916,false
4758,6922,false
4758,6928,false
4758,6936,false
4758,6938,false
4758,10744,false
4758,10792,false
4758,10795,false
4759,15198,false
4759,15857,false
4759,15858,false
4759,15859,false
4759,15860,false
4759,15861,false
4759,15862,false
4759,15863,false
4759,15864,false
4760,6819,false
4760,6820,false
4760,6822,false
4760,10972,false
4761,6819,false
4761,6822,false
4761,10972,false
4762,18114,false
4762,18120,false
4762,18231,false
4762,18232,false
4762,18233,false
4762,18234,false
4762,18235,false
4762,18236,false
4762,18237,false
4762,18238,false
4762,18239,false
4762,18240,false
4762,18241,false
4762,18248,false
4762,18250,false
4762,18252,false
4762,18255,false
4763,6819,false
4763,6820,false
4763,6822,false
4763,6825,false
4763,6826,false
4764,6819,false
4764,6820,false
4764,6822,false
4764,10972,false
4765,6801,false
4765,6802,false
4765,6803,false
4765,6804,false
4765,6805,false
4765,6807,false
4765,6809,false
4765,6810,false
4765,6811,false
4765,10347,false
4765,11172,false
4766,6805,false
4766,6810,false
4766,11172,false
4767,18005,false
4767,18007,false
4767,18012,false
4767,18013,false
4767,18023,false
4767,18025,false
4767,18026,false
4767,18027,false
4768,6881,false
4768,6889,false
4768,6897,false
4768,6898,false
4769,6881,false
4769,6897,false
4769,6899,false
4770,6881,false
4770,6889,false
4770,6897,false
4770,6898,false
4770,6899,false
4770,6900,false
4771,5668,false
4771,6429,false
4771,6430,false
4771,6431,false
4771,6432,false
4771,6437,false
4771,37515,false
4772,17437,false
4772,17440,false
4772,17446,false
4772,17449,false
4772,17451,false
4773,17437,false
4773,17439,false
4773,17440,false
4773,17441,false
4773,17444,false
4773,17445,false
4773,17446,false
4773,17451,false
4774,5654,false
4774,6387,false
4774,6389,false
4774,6830,false
4774,6832,false
4774,6961,false
4774,6962,false
4774,6963,false
4774,11096,false
4774,32573,false
4774,32574,false
4775,17385,false
4775,17387,false
4776,6374,false
4776,6376,false
4776,6377,false
4776,6378,false
4776,6383,false
4776,10984,false
4777,17383,false
4777,17385,false
4777,17387,false
4778,6374,false
4778,6376,false
4778,6377,false
4778,6378,false
4778,6383,false
4779,17344,false
4779,17345,false
4779,17350,false
4780,17344,false
4780,17347,false
4780,17350,false
4781,17344,false
4781,17345,false
4781,17346,false
4781,17349,false
4782,10659,false
4782,10660,false
4782,10667,false
4782,10670,false
4782,10888,false
4782,11070,false
4783,14093,false
4783,18097,false
4783,18098,false
4784,18123,false
4784,18128,false
4784,18144,false
4784,18145,false
4784,18146,false
4784,18148,false
4784,18152,false
4784,18153,false
4784,18154,false
4784,18167,false
4784,18172,false
4784,18174,false
4784,18185,false
4784,18195,false
4784,18198,false
4785,18123,false
4785,18128,false
