id,data_modificacao,status,quantidade_status,data_inclusao,usuario_inclusao,id_concurso
296880,2022-11-30 00:00:00,Em avaliação I,5,2023-08-10 11:33:37,gabriel.lima,2
296881,2022-11-30 00:00:00,Em homologação,6,2023-08-10 11:33:37,gabriel.lima,2
296882,2022-11-30 00:00:00,Não selecionada,17,2023-08-10 11:33:37,gabriel.lima,2
296883,2022-11-30 00:00:00,Pendente,5,2023-08-10 11:33:37,gabriel.lima,2
296884,2022-11-30 00:00:00,Em conversão,7,2023-08-10 11:33:37,gabriel.lima,2
296885,2022-12-01 00:00:00,Em avaliação I,5,2023-08-10 11:33:37,gabriel.lima,2
296886,2022-12-01 00:00:00,Em homologação,8,2023-08-10 11:33:37,gabriel.lima,2
296887,2022-12-01 00:00:00,Não selecionada,17,2023-08-10 11:33:37,gabriel.lima,2
296888,2022-12-01 00:00:00,Pendente,4,2023-08-10 11:33:37,gabriel.lima,2
296889,2022-12-01 00:00:00,Em conversão,7,2023-08-10 11:33:37,gabriel.lima,2
296890,2022-12-02 00:00:00,Em avaliação I,10,2023-08-10 11:33:37,gabriel.lima,2
296891,2022-12-02 00:00:00,Em homologação,3,2023-08-10 11:33:37,gabriel.lima,2
296892,2022-12-02 00:00:00,Não selecionada,17,2023-08-10 11:33:37,gabriel.lima,2
296893,2022-12-02 00:00:00,Pendente,5,2023-08-10 11:33:37,gabriel.lima,2
296894,2022-12-02 00:00:00,Em conversão,7,2023-08-10 11:33:37,gabriel.lima,2
296895,2022-12-05 00:00:00,Em avaliação I,10,2023-08-10 11:33:37,gabriel.lima,2
296896,2022-12-05 00:00:00,Em homologação,8,2023-08-10 11:33:37,gabriel.lima,2
296897,2022-12-05 00:00:00,Não selecionada,17,2023-08-10 11:33:37,gabriel.lima,2
296898,2022-12-05 00:00:00,Pendente,3,2023-08-10 11:33:37,gabriel.lima,2
296899,2022-12-05 00:00:00,Verificação de empresas,2,2023-08-10 11:33:37,gabriel.lima,2
296900,2022-12-05 00:00:00,Em conversão,7,2023-08-10 11:33:37,gabriel.lima,2
296901,2022-12-06 00:00:00,Em avaliação I,11,2023-08-10 11:33:37,gabriel.lima,2
296902,2022-12-06 00:00:00,Em homologação,7,2023-08-10 11:33:38,gabriel.lima,2
296903,2022-12-06 00:00:00,Não selecionada,17,2023-08-10 11:33:38,gabriel.lima,2
296904,2022-12-06 00:00:00,Pendente,3,2023-08-10 11:33:38,gabriel.lima,2
296905,2022-12-06 00:00:00,Verificação de empresas,2,2023-08-10 11:33:38,gabriel.lima,2
296906,2022-12-06 00:00:00,Em conversão,7,2023-08-10 11:33:38,gabriel.lima,2
296907,2022-12-07 00:00:00,Em avaliação I,12,2023-08-10 11:33:38,gabriel.lima,2
296908,2022-12-07 00:00:00,Em homologação,6,2023-08-10 11:33:38,gabriel.lima,2
296909,2022-12-07 00:00:00,Não selecionada,17,2023-08-10 11:33:38,gabriel.lima,2
296910,2022-12-07 00:00:00,Pendente,4,2023-08-10 11:33:38,gabriel.lima,2
296911,2022-12-07 00:00:00,Verificação de empresas,2,2023-08-10 11:33:38,gabriel.lima,2
296912,2022-12-07 00:00:00,Em conversão,7,2023-08-10 11:33:38,gabriel.lima,2
296914,2022-12-13 00:00:00,Em homologação,2,2023-08-10 11:33:38,gabriel.lima,2
296915,2022-12-13 00:00:00,Não selecionada,17,2023-08-10 11:33:38,gabriel.lima,2
296916,2022-12-13 00:00:00,Pendente,14,2023-08-10 11:33:38,gabriel.lima,2
296917,2022-12-13 00:00:00,Em conversão,7,2023-08-10 11:33:38,gabriel.lima,2
296918,2022-12-14 00:00:00,Em avaliação I,12,2023-08-10 11:33:38,gabriel.lima,2
296919,2022-12-14 00:00:00,Em homologação,6,2023-08-10 11:33:38,gabriel.lima,2
296920,2022-12-14 00:00:00,Não selecionada,17,2023-08-10 11:33:38,gabriel.lima,2
296921,2022-12-14 00:00:00,Pendente,4,2023-08-10 11:33:38,gabriel.lima,2
296922,2022-12-14 00:00:00,Verificação de empresas,2,2023-08-10 11:33:38,gabriel.lima,2
296923,2022-12-14 00:00:00,Em conversão,7,2023-08-10 11:33:38,gabriel.lima,2
296924,2022-12-15 00:00:00,Em avaliação I,12,2023-08-10 11:33:38,gabriel.lima,2
296925,2022-12-15 00:00:00,Em homologação,6,2023-08-10 11:33:38,gabriel.lima,2
296926,2022-12-15 00:00:00,Não selecionada,17,2023-08-10 11:33:38,gabriel.lima,2
296927,2022-12-15 00:00:00,Pendente,4,2023-08-10 11:33:38,gabriel.lima,2
296928,2022-12-15 00:00:00,Verificação de empresas,2,2023-08-10 11:33:38,gabriel.lima,2
296929,2022-12-15 00:00:00,Em conversão,7,2023-08-10 11:33:38,gabriel.lima,2
296930,2022-12-16 00:00:00,Em avaliação I,8,2023-08-10 11:33:38,gabriel.lima,2
296931,2022-12-16 00:00:00,Em homologação,5,2023-08-10 11:33:38,gabriel.lima,2
296932,2022-12-16 00:00:00,Não selecionada,19,2023-08-10 11:33:38,gabriel.lima,2
296933,2022-12-16 00:00:00,Pendente,6,2023-08-10 11:33:38,gabriel.lima,2
296934,2022-12-16 00:00:00,Em habilitação da entidade,2,2023-08-10 11:33:38,gabriel.lima,2
296935,2022-12-16 00:00:00,Em conversão,9,2023-08-10 11:33:38,gabriel.lima,2
296936,2022-12-19 00:00:00,Em avaliação I,3,2023-08-10 11:33:38,gabriel.lima,2
296937,2022-12-19 00:00:00,Em homologação,4,2023-08-10 11:33:38,gabriel.lima,2
296938,2022-12-19 00:00:00,Não selecionada,21,2023-08-10 11:33:38,gabriel.lima,2
296939,2022-12-19 00:00:00,Pendente,7,2023-08-10 11:33:38,gabriel.lima,2
296940,2022-12-19 00:00:00,Em habilitação da entidade,5,2023-08-10 11:33:38,gabriel.lima,2
296941,2022-12-19 00:00:00,Em conversão,9,2023-08-10 11:33:38,gabriel.lima,2
296942,2022-12-20 00:00:00,Em avaliação I,2,2023-08-10 11:33:38,gabriel.lima,2
296943,2022-12-20 00:00:00,Em homologação,2,2023-08-10 11:33:38,gabriel.lima,2
296944,2022-12-20 00:00:00,Não selecionada,24,2023-08-10 11:33:38,gabriel.lima,2
296945,2022-12-20 00:00:00,Pendente,8,2023-08-10 11:33:38,gabriel.lima,2
296946,2022-12-20 00:00:00,Em habilitação da entidade,4,2023-08-10 11:33:38,gabriel.lima,2
296947,2022-12-20 00:00:00,Em conversão,9,2023-08-10 11:33:38,gabriel.lima,2
296948,2022-12-21 00:00:00,Em avaliação I,2,2023-08-10 11:33:38,gabriel.lima,2
296949,2022-12-21 00:00:00,Em homologação,2,2023-08-10 11:33:38,gabriel.lima,2
296950,2022-12-21 00:00:00,Não selecionada,24,2023-08-10 11:33:38,gabriel.lima,2
296951,2022-12-21 00:00:00,Pendente,7,2023-08-10 11:33:38,gabriel.lima,2
296952,2022-12-21 00:00:00,Em habilitação da entidade,4,2023-08-10 11:33:38,gabriel.lima,2
296953,2022-12-21 00:00:00,Verificação de empresas,1,2023-08-10 11:33:38,gabriel.lima,2
296954,2022-12-21 00:00:00,Em conversão,9,2023-08-10 11:33:38,gabriel.lima,2
296955,2022-12-22 00:00:00,Em avaliação I,2,2023-08-10 11:33:38,gabriel.lima,2
296956,2022-12-22 00:00:00,Em homologação,2,2023-08-10 11:33:38,gabriel.lima,2
296957,2022-12-22 00:00:00,Não selecionada,24,2023-08-10 11:33:38,gabriel.lima,2
296958,2022-12-22 00:00:00,Pendente,8,2023-08-10 11:33:38,gabriel.lima,2
296959,2022-12-22 00:00:00,Em habilitação da entidade,4,2023-08-10 11:33:38,gabriel.lima,2
296960,2022-12-22 00:00:00,Em conversão,9,2023-08-10 11:33:38,gabriel.lima,2
296961,2022-12-23 00:00:00,Em avaliação I,4,2023-08-10 11:33:39,gabriel.lima,2
296962,2022-12-23 00:00:00,Não selecionada,24,2023-08-10 11:33:39,gabriel.lima,2
296963,2022-12-23 00:00:00,Pendente,8,2023-08-10 11:33:39,gabriel.lima,2
296964,2022-12-23 00:00:00,Em conversão,13,2023-08-10 11:33:39,gabriel.lima,2
296965,2023-01-06 00:00:00,Em avaliação I,4,2023-08-10 11:33:39,gabriel.lima,2
296966,2023-01-06 00:00:00,Não selecionada,24,2023-08-10 11:33:39,gabriel.lima,2
296967,2023-01-06 00:00:00,Pendente,8,2023-08-10 11:33:39,gabriel.lima,2
296968,2023-01-06 00:00:00,Em conversão,13,2023-08-10 11:33:39,gabriel.lima,2
296969,2023-01-11 00:00:00,Em avaliação I,1,2023-08-10 11:33:39,gabriel.lima,2
296970,2023-01-11 00:00:00,Não selecionada,26,2023-08-10 11:33:39,gabriel.lima,2
296971,2023-01-11 00:00:00,Pendente,9,2023-08-10 11:33:39,gabriel.lima,2
296972,2023-01-11 00:00:00,Em conversão,13,2023-08-10 11:33:39,gabriel.lima,2
296973,2023-01-13 00:00:00,Em avaliação I,1,2023-08-10 11:33:39,gabriel.lima,2
296974,2023-01-13 00:00:00,Não selecionada,26,2023-08-10 11:33:39,gabriel.lima,2
296975,2023-01-13 00:00:00,Pendente,9,2023-08-10 11:33:39,gabriel.lima,2
296976,2023-01-13 00:00:00,Em conversão,13,2023-08-10 11:33:39,gabriel.lima,2
296977,2023-01-19 00:00:00,Em avaliação I,2,2023-08-10 11:33:39,gabriel.lima,2
296978,2023-01-19 00:00:00,Não selecionada,26,2023-08-10 11:33:39,gabriel.lima,2
296979,2023-01-19 00:00:00,Pendente,8,2023-08-10 11:33:39,gabriel.lima,2
296980,2023-01-19 00:00:00,Em conversão,12,2023-08-10 11:33:39,gabriel.lima,2
296981,2023-01-19 00:00:00,Convertida,1,2023-08-10 11:33:39,gabriel.lima,2
296982,2023-01-20 00:00:00,Em avaliação I,2,2023-08-10 11:33:39,gabriel.lima,2
296983,2023-01-20 00:00:00,Não selecionada,26,2023-08-10 11:33:39,gabriel.lima,2
296984,2023-01-20 00:00:00,Pendente,8,2023-08-10 11:33:39,gabriel.lima,2
296985,2023-01-20 00:00:00,Em conversão,12,2023-08-10 11:33:39,gabriel.lima,2
296986,2023-01-20 00:00:00,Convertida,1,2023-08-10 11:33:39,gabriel.lima,2
296987,2023-01-23 00:00:00,Em avaliação I,2,2023-08-10 11:33:39,gabriel.lima,2
296988,2023-01-23 00:00:00,Em homologação,1,2023-08-10 11:33:39,gabriel.lima,2
296989,2023-01-23 00:00:00,Não selecionada,26,2023-08-10 11:33:39,gabriel.lima,2
296990,2023-01-23 00:00:00,Pendente,8,2023-08-10 11:33:39,gabriel.lima,2
296991,2023-01-23 00:00:00,Em conversão,9,2023-08-10 11:33:39,gabriel.lima,2
296992,2023-01-23 00:00:00,Convertida,4,2023-08-10 11:33:39,gabriel.lima,2
296993,2023-01-24 00:00:00,Em avaliação I,1,2023-08-10 11:33:39,gabriel.lima,2
296994,2023-01-24 00:00:00,Em homologação,1,2023-08-10 11:33:39,gabriel.lima,2
296995,2023-01-24 00:00:00,Não selecionada,26,2023-08-10 11:33:39,gabriel.lima,2
296996,2023-01-24 00:00:00,Pendente,8,2023-08-10 11:33:39,gabriel.lima,2
296997,2023-01-24 00:00:00,Em habilitação da entidade,1,2023-08-10 11:33:39,gabriel.lima,2
296998,2023-01-24 00:00:00,Em conversão,9,2023-08-10 11:33:39,gabriel.lima,2
296999,2023-01-24 00:00:00,Convertida,4,2023-08-10 11:33:39,gabriel.lima,2
297000,2023-01-26 00:00:00,Em avaliação I,1,2023-08-10 11:33:39,gabriel.lima,2
297001,2023-01-26 00:00:00,Em homologação,1,2023-08-10 11:33:39,gabriel.lima,2
297002,2023-01-26 00:00:00,Não selecionada,26,2023-08-10 11:33:39,gabriel.lima,2
297003,2023-01-26 00:00:00,Pendente,9,2023-08-10 11:33:39,gabriel.lima,2
297004,2023-01-26 00:00:00,Em conversão,9,2023-08-10 11:33:39,gabriel.lima,2
297005,2023-01-26 00:00:00,Convertida,4,2023-08-10 11:33:39,gabriel.lima,2
297006,2023-01-27 00:00:00,Em avaliação I,1,2023-08-10 11:33:39,gabriel.lima,2
297007,2023-01-27 00:00:00,Em homologação,1,2023-08-10 11:33:39,gabriel.lima,2
297008,2023-01-27 00:00:00,Não selecionada,26,2023-08-10 11:33:39,gabriel.lima,2
297009,2023-01-27 00:00:00,Pendente,9,2023-08-10 11:33:39,gabriel.lima,2
297010,2023-01-27 00:00:00,Em conversão,9,2023-08-10 11:33:39,gabriel.lima,2
297011,2023-01-27 00:00:00,Convertida,4,2023-08-10 11:33:39,gabriel.lima,2
297012,2023-01-30 00:00:00,Em avaliação I,1,2023-08-10 11:33:39,gabriel.lima,2
297013,2023-01-30 00:00:00,Em homologação,1,2023-08-10 11:33:39,gabriel.lima,2
297014,2023-01-30 00:00:00,Não selecionada,26,2023-08-10 11:33:39,gabriel.lima,2
297015,2023-01-30 00:00:00,Pendente,8,2023-08-10 11:33:39,gabriel.lima,2
297016,2023-01-30 00:00:00,Verificação de empresas,1,2023-08-10 11:33:39,gabriel.lima,2
297017,2023-01-30 00:00:00,Em conversão,9,2023-08-10 11:33:39,gabriel.lima,2
297018,2023-01-30 00:00:00,Convertida,4,2023-08-10 11:33:39,gabriel.lima,2
297019,2023-01-31 00:00:00,Em avaliação I,2,2023-08-10 11:33:39,gabriel.lima,2
297020,2023-01-31 00:00:00,Em homologação,3,2023-08-10 11:33:39,gabriel.lima,2
297021,2023-01-31 00:00:00,Não selecionada,26,2023-08-10 11:33:39,gabriel.lima,2
297022,2023-01-31 00:00:00,Pendente,8,2023-08-10 11:33:40,gabriel.lima,2
297023,2023-01-31 00:00:00,Em conversão,9,2023-08-10 11:33:40,gabriel.lima,2
297024,2023-01-31 00:00:00,Convertida,4,2023-08-10 11:33:40,gabriel.lima,2
297025,2023-02-01 00:00:00,Em avaliação I,2,2023-08-10 11:33:40,gabriel.lima,2
297026,2023-02-01 00:00:00,Em homologação,5,2023-08-10 11:33:40,gabriel.lima,2
297027,2023-02-01 00:00:00,Não selecionada,26,2023-08-10 11:33:40,gabriel.lima,2
297028,2023-02-01 00:00:00,Pendente,7,2023-08-10 11:33:40,gabriel.lima,2
297029,2023-02-01 00:00:00,Em conversão,9,2023-08-10 11:33:40,gabriel.lima,2
297030,2023-02-01 00:00:00,Convertida,4,2023-08-10 11:33:40,gabriel.lima,2
297031,2023-02-03 00:00:00,Em homologação,5,2023-08-10 11:33:40,gabriel.lima,2
297032,2023-02-03 00:00:00,Não selecionada,27,2023-08-10 11:33:40,gabriel.lima,2
297033,2023-02-03 00:00:00,Pendente,8,2023-08-10 11:33:40,gabriel.lima,2
297034,2023-02-03 00:00:00,Em conversão,1,2023-08-10 11:33:40,gabriel.lima,2
297035,2023-02-03 00:00:00,Convertida,12,2023-08-10 11:33:40,gabriel.lima,2
297036,2023-02-07 00:00:00,Em homologação,5,2023-08-10 11:33:40,gabriel.lima,2
297037,2023-02-07 00:00:00,Não selecionada,27,2023-08-10 11:33:40,gabriel.lima,2
297038,2023-02-07 00:00:00,Pendente,7,2023-08-10 11:33:40,gabriel.lima,2
297039,2023-02-07 00:00:00,Em conversão,1,2023-08-10 11:33:40,gabriel.lima,2
297040,2023-02-07 00:00:00,Convertida,13,2023-08-10 11:33:40,gabriel.lima,2
297041,2023-02-08 00:00:00,Em homologação,6,2023-08-10 11:33:40,gabriel.lima,2
297042,2023-02-08 00:00:00,Não selecionada,27,2023-08-10 11:33:40,gabriel.lima,2
297043,2023-02-08 00:00:00,Pendente,7,2023-08-10 11:33:40,gabriel.lima,2
297044,2023-02-08 00:00:00,Em conversão,1,2023-08-10 11:33:40,gabriel.lima,2
297045,2023-02-08 00:00:00,Convertida,13,2023-08-10 11:33:40,gabriel.lima,2
297046,2023-02-10 00:00:00,Em homologação,5,2023-08-10 11:33:40,gabriel.lima,2
297047,2023-02-10 00:00:00,Não selecionada,27,2023-08-10 11:33:40,gabriel.lima,2
297048,2023-02-10 00:00:00,Pendente,8,2023-08-10 11:33:40,gabriel.lima,2
297049,2023-02-10 00:00:00,Em conversão,1,2023-08-10 11:33:40,gabriel.lima,2
297050,2023-02-10 00:00:00,Convertida,13,2023-08-10 11:33:40,gabriel.lima,2
297051,2023-02-14 00:00:00,Em avaliação I,1,2023-08-10 11:33:40,gabriel.lima,2
297052,2023-02-14 00:00:00,Em homologação,2,2023-08-10 11:33:40,gabriel.lima,2
297053,2023-02-14 00:00:00,Não selecionada,27,2023-08-10 11:33:40,gabriel.lima,2
297054,2023-02-14 00:00:00,Pendente,10,2023-08-10 11:33:40,gabriel.lima,2
297055,2023-02-14 00:00:00,Em conversão,1,2023-08-10 11:33:40,gabriel.lima,2
297056,2023-02-14 00:00:00,Convertida,13,2023-08-10 11:33:40,gabriel.lima,2
297057,2023-02-15 00:00:00,Em avaliação I,1,2023-08-10 11:33:40,gabriel.lima,2
297058,2023-02-15 00:00:00,Em homologação,2,2023-08-10 11:33:40,gabriel.lima,2
297059,2023-02-15 00:00:00,Não selecionada,27,2023-08-10 11:33:40,gabriel.lima,2
297060,2023-02-15 00:00:00,Pendente,12,2023-08-10 11:33:40,gabriel.lima,2
297061,2023-02-15 00:00:00,Em conversão,1,2023-08-10 11:33:40,gabriel.lima,2
297062,2023-02-15 00:00:00,Convertida,13,2023-08-10 11:33:40,gabriel.lima,2
297063,2023-02-16 00:00:00,Em avaliação I,2,2023-08-10 11:33:40,gabriel.lima,2
297064,2023-02-16 00:00:00,Não selecionada,27,2023-08-10 11:33:40,gabriel.lima,2
297065,2023-02-16 00:00:00,Pendente,13,2023-08-10 11:33:40,gabriel.lima,2
297066,2023-02-16 00:00:00,Em conversão,1,2023-08-10 11:33:40,gabriel.lima,2
297067,2023-02-16 00:00:00,Convertida,13,2023-08-10 11:33:40,gabriel.lima,2
297068,2023-02-17 00:00:00,Em avaliação I,2,2023-08-10 11:33:40,gabriel.lima,2
297069,2023-02-17 00:00:00,Não selecionada,27,2023-08-10 11:33:40,gabriel.lima,2
297070,2023-02-17 00:00:00,Pendente,13,2023-08-10 11:33:40,gabriel.lima,2
297071,2023-02-17 00:00:00,Em conversão,1,2023-08-10 11:33:40,gabriel.lima,2
297072,2023-02-17 00:00:00,Convertida,13,2023-08-10 11:33:40,gabriel.lima,2
297073,2023-02-20 00:00:00,Em avaliação I,2,2023-08-10 11:33:40,gabriel.lima,2
297074,2023-02-20 00:00:00,Em homologação,1,2023-08-10 11:33:40,gabriel.lima,2
297075,2023-02-20 00:00:00,Não selecionada,27,2023-08-10 11:33:40,gabriel.lima,2
297076,2023-02-20 00:00:00,Pendente,12,2023-08-10 11:33:40,gabriel.lima,2
297077,2023-02-20 00:00:00,Em conversão,1,2023-08-10 11:33:40,gabriel.lima,2
297078,2023-02-20 00:00:00,Convertida,13,2023-08-10 11:33:40,gabriel.lima,2
297079,2023-02-22 00:00:00,Em avaliação I,3,2023-08-10 11:33:40,gabriel.lima,2
297080,2023-02-22 00:00:00,Não selecionada,27,2023-08-10 11:33:40,gabriel.lima,2
297081,2023-02-22 00:00:00,Pendente,12,2023-08-10 11:33:40,gabriel.lima,2
297082,2023-02-22 00:00:00,Em conversão,1,2023-08-10 11:33:41,gabriel.lima,2
297083,2023-02-22 00:00:00,Convertida,13,2023-08-10 11:33:41,gabriel.lima,2
297084,2023-02-23 00:00:00,Não selecionada,28,2023-08-10 11:33:41,gabriel.lima,2
297085,2023-02-23 00:00:00,Pendente,12,2023-08-10 11:33:41,gabriel.lima,2
297086,2023-02-23 00:00:00,Em espera,2,2023-08-10 11:33:41,gabriel.lima,2
297087,2023-02-23 00:00:00,Em conversão,1,2023-08-10 11:33:41,gabriel.lima,2
297088,2023-02-23 00:00:00,Convertida,13,2023-08-10 11:33:41,gabriel.lima,2
297089,2023-02-24 00:00:00,Em avaliação I,2,2023-08-10 11:33:41,gabriel.lima,2
297090,2023-02-24 00:00:00,Em homologação,2,2023-08-10 11:33:41,gabriel.lima,2
297091,2023-02-24 00:00:00,Não selecionada,28,2023-08-10 11:33:41,gabriel.lima,2
297092,2023-02-24 00:00:00,Pendente,9,2023-08-10 11:33:41,gabriel.lima,2
297093,2023-02-24 00:00:00,Em espera,2,2023-08-10 11:33:41,gabriel.lima,2
297094,2023-02-24 00:00:00,Verificação de empresas,2,2023-08-10 11:33:41,gabriel.lima,2
297095,2023-02-24 00:00:00,Em conversão,1,2023-08-10 11:33:41,gabriel.lima,2
297096,2023-02-24 00:00:00,Convertida,13,2023-08-10 11:33:41,gabriel.lima,2
297097,2023-02-27 00:00:00,Em avaliação I,3,2023-08-10 11:33:41,gabriel.lima,2
297098,2023-02-27 00:00:00,Em homologação,1,2023-08-10 11:33:41,gabriel.lima,2
297099,2023-02-27 00:00:00,Não selecionada,28,2023-08-10 11:33:41,gabriel.lima,2
297100,2023-02-27 00:00:00,Pendente,10,2023-08-10 11:33:41,gabriel.lima,2
297101,2023-02-27 00:00:00,Em espera,2,2023-08-10 11:33:41,gabriel.lima,2
297102,2023-02-27 00:00:00,Em conversão,2,2023-08-10 11:33:41,gabriel.lima,2
297103,2023-02-27 00:00:00,Convertida,13,2023-08-10 11:33:41,gabriel.lima,2
297104,2023-02-28 00:00:00,Em avaliação I,3,2023-08-10 11:33:41,gabriel.lima,2
297105,2023-02-28 00:00:00,Em homologação,2,2023-08-10 11:33:41,gabriel.lima,2
297106,2023-02-28 00:00:00,Não selecionada,28,2023-08-10 11:33:41,gabriel.lima,2
297107,2023-02-28 00:00:00,Pendente,10,2023-08-10 11:33:41,gabriel.lima,2
297108,2023-02-28 00:00:00,Em espera,2,2023-08-10 11:33:41,gabriel.lima,2
297109,2023-02-28 00:00:00,Em conversão,1,2023-08-10 11:33:41,gabriel.lima,2
297110,2023-02-28 00:00:00,Convertida,14,2023-08-10 11:33:41,gabriel.lima,2
297111,2023-03-01 00:00:00,Em avaliação I,3,2023-08-10 11:33:41,gabriel.lima,2
297112,2023-03-01 00:00:00,Em homologação,2,2023-08-10 11:33:41,gabriel.lima,2
297113,2023-03-01 00:00:00,Não selecionada,29,2023-08-10 11:33:41,gabriel.lima,2
297114,2023-03-01 00:00:00,Pendente,9,2023-08-10 11:33:41,gabriel.lima,2
297115,2023-03-01 00:00:00,Em espera,2,2023-08-10 11:33:41,gabriel.lima,2
297116,2023-03-01 00:00:00,Em conversão,1,2023-08-10 11:33:41,gabriel.lima,2
297117,2023-03-01 00:00:00,Convertida,14,2023-08-10 11:33:41,gabriel.lima,2
297118,2023-03-02 00:00:00,Em avaliação I,3,2023-08-10 11:33:41,gabriel.lima,2
297119,2023-03-02 00:00:00,Em homologação,2,2023-08-10 11:33:41,gabriel.lima,2
297120,2023-03-02 00:00:00,Não selecionada,29,2023-08-10 11:33:41,gabriel.lima,2
297121,2023-03-02 00:00:00,Pendente,9,2023-08-10 11:33:41,gabriel.lima,2
297122,2023-03-02 00:00:00,Em espera,2,2023-08-10 11:33:41,gabriel.lima,2
297123,2023-03-02 00:00:00,Em conversão,1,2023-08-10 11:33:41,gabriel.lima,2
297124,2023-03-02 00:00:00,Convertida,14,2023-08-10 11:33:41,gabriel.lima,2
297125,2023-03-03 00:00:00,Em avaliação I,2,2023-08-10 11:33:41,gabriel.lima,2
297126,2023-03-03 00:00:00,Em homologação,2,2023-08-10 11:33:41,gabriel.lima,2
297127,2023-03-03 00:00:00,Não selecionada,29,2023-08-10 11:33:41,gabriel.lima,2
297128,2023-03-03 00:00:00,Pendente,9,2023-08-10 11:33:41,gabriel.lima,2
297129,2023-03-03 00:00:00,Em espera,2,2023-08-10 11:33:41,gabriel.lima,2
297130,2023-03-03 00:00:00,Em conversão,1,2023-08-10 11:33:41,gabriel.lima,2
297131,2023-03-03 00:00:00,Convertida,14,2023-08-10 11:33:41,gabriel.lima,2
297132,2023-03-03 00:00:00,Em avaliação II,1,2023-08-10 11:33:41,gabriel.lima,2
297133,2023-03-06 00:00:00,Em avaliação I,2,2023-08-10 11:33:41,gabriel.lima,2
297134,2023-03-06 00:00:00,Em homologação,2,2023-08-10 11:33:41,gabriel.lima,2
297135,2023-03-06 00:00:00,Não selecionada,29,2023-08-10 11:33:41,gabriel.lima,2
297136,2023-03-06 00:00:00,Pendente,10,2023-08-10 11:33:41,gabriel.lima,2
297137,2023-03-06 00:00:00,Em espera,2,2023-08-10 11:33:41,gabriel.lima,2
297138,2023-03-06 00:00:00,Em conversão,1,2023-08-10 11:33:41,gabriel.lima,2
297139,2023-03-06 00:00:00,Convertida,14,2023-08-10 11:33:41,gabriel.lima,2
297140,2023-03-06 00:00:00,Em avaliação II,1,2023-08-10 11:33:41,gabriel.lima,2
297141,2023-03-07 00:00:00,Em homologação,3,2023-08-10 11:33:41,gabriel.lima,2
297142,2023-03-07 00:00:00,Não selecionada,29,2023-08-10 11:33:42,gabriel.lima,2
297143,2023-03-07 00:00:00,Pendente,11,2023-08-10 11:33:42,gabriel.lima,2
297144,2023-03-07 00:00:00,Em espera,2,2023-08-10 11:33:42,gabriel.lima,2
297145,2023-03-07 00:00:00,Em conversão,1,2023-08-10 11:33:42,gabriel.lima,2
297146,2023-03-07 00:00:00,Convertida,14,2023-08-10 11:33:42,gabriel.lima,2
297147,2023-03-07 00:00:00,Em avaliação II,2,2023-08-10 11:33:42,gabriel.lima,2
297148,2023-03-08 00:00:00,Em homologação,4,2023-08-10 11:33:42,gabriel.lima,2
297149,2023-03-08 00:00:00,Não selecionada,29,2023-08-10 11:33:42,gabriel.lima,2
297150,2023-03-08 00:00:00,Pendente,11,2023-08-10 11:33:42,gabriel.lima,2
297151,2023-03-08 00:00:00,Em espera,2,2023-08-10 11:33:42,gabriel.lima,2
297152,2023-03-08 00:00:00,Em conversão,1,2023-08-10 11:33:42,gabriel.lima,2
297153,2023-03-08 00:00:00,Convertida,14,2023-08-10 11:33:42,gabriel.lima,2
297154,2023-03-08 00:00:00,Em avaliação II,2,2023-08-10 11:33:42,gabriel.lima,2
297155,2023-03-09 00:00:00,Em avaliação I,2,2023-08-10 11:33:42,gabriel.lima,2
297156,2023-03-09 00:00:00,Em homologação,1,2023-08-10 11:33:42,gabriel.lima,2
297157,2023-03-09 00:00:00,Não selecionada,29,2023-08-10 11:33:42,gabriel.lima,2
297158,2023-03-09 00:00:00,Pendente,12,2023-08-10 11:33:42,gabriel.lima,2
297159,2023-03-09 00:00:00,Em espera,2,2023-08-10 11:33:42,gabriel.lima,2
297160,2023-03-09 00:00:00,Em conversão,1,2023-08-10 11:33:42,gabriel.lima,2
297161,2023-03-09 00:00:00,Convertida,14,2023-08-10 11:33:42,gabriel.lima,2
297162,2023-03-09 00:00:00,Em avaliação II,2,2023-08-10 11:33:42,gabriel.lima,2
297163,2023-03-10 00:00:00,Nova,1,2023-08-10 11:33:42,gabriel.lima,2
297164,2023-03-10 00:00:00,Em avaliação I,2,2023-08-10 11:33:42,gabriel.lima,2
297165,2023-03-10 00:00:00,Em homologação,1,2023-08-10 11:33:42,gabriel.lima,2
297166,2023-03-10 00:00:00,Não selecionada,29,2023-08-10 11:33:42,gabriel.lima,2
297167,2023-03-10 00:00:00,Pendente,12,2023-08-10 11:33:42,gabriel.lima,2
297168,2023-03-10 00:00:00,Em espera,2,2023-08-10 11:33:42,gabriel.lima,2
297169,2023-03-10 00:00:00,Em conversão,1,2023-08-10 11:33:42,gabriel.lima,2
297170,2023-03-10 00:00:00,Convertida,14,2023-08-10 11:33:42,gabriel.lima,2
297171,2023-03-10 00:00:00,Em avaliação II,2,2023-08-10 11:33:42,gabriel.lima,2
297172,2023-03-13 00:00:00,Nova,1,2023-08-10 11:33:42,gabriel.lima,2
297173,2023-03-13 00:00:00,Em avaliação I,3,2023-08-10 11:33:42,gabriel.lima,2
297174,2023-03-13 00:00:00,Em homologação,4,2023-08-10 11:33:42,gabriel.lima,2
