id,id_orcamento_pai,idprojeto,nuacao,idnat,idgrupo,identidadeprop,descricao,valor_economico,valor_financeiro,data_inclusao,usuario_inclusao,data_atualizacao,usuario_alteracao,id_centro_custo
599,,1036,6,0tq4i,0j01z,143,Implantação do Food Experience,6750.00,4790.18,2019-01-25 15:37:35,renato.rossi,2022-02-19 00:19:13,patriciarego,
600,,1036,6,0tq4i,0j01z,245,Implantação do Food Experience,0.00,11709.82,2019-01-25 15:37:35,renato.rossi,2022-02-19 00:31:11,patriciarego,
601,,1036,7,0tq4i,0j01z,143,Benchmarking,9000.00,9010.35,2019-01-25 15:37:35,renato.rossi,2022-02-19 00:19:13,patriciarego,
602,,1036,7,0tq4i,0j01z,245,Benchmarking,0.00,22025.33,2019-01-25 15:37:35,renato.rossi,2022-02-19 00:31:11,patriciarego,
603,,1036,8,0tq4i,0j01z,143,Marketing para os Bares e Restaurantes de Patrocí,6750.00,6750.00,2019-01-25 15:37:35,renato.rossi,2022-02-19 00:19:13,renato.rossi,
604,,1036,8,0tq4i,0j01z,245,Marketing para os Bares e Restaurantes de Patrocí,0.00,16500.00,2019-01-25 15:37:35,renato.rossi,2022-02-19 00:31:11,renato.rossi,
605,,1036,9,0tq4i,0j01z,143,Festival de Cultura e Gastronomia do Cerrado Minei,10125.00,10125.00,2019-01-25 15:37:35,renato.rossi,2022-02-19 00:19:13,renato.rossi,
606,,1036,9,0tq4i,0j01z,245,Festival de Cultura e Gastronomia do Cerrado Minei,0.00,24750.00,2019-01-25 15:37:35,renato.rossi,2022-02-19 00:31:11,renato.rossi,
607,,1037,1,0tq4i,0j01z,144,Estruturação do projeto,3190.82,1125.00,2019-01-25 15:38:32,renato.rossi,2022-02-19 00:19:13,patriciarego,
608,,1037,1,0tq4i,0j01z,246,Estruturação do projeto,0.00,2750.00,2019-01-25 15:38:32,renato.rossi,2022-02-19 00:31:11,patriciarego,
609,,1037,2,0tq4i,0j01z,144,Gestão e Monitoramento,1125.00,1125.00,2019-01-25 15:38:32,renato.rossi,2022-02-19 00:19:13,renato.rossi,
610,,1037,2,0tq4i,0j01z,246,Gestão e Monitoramento,0.00,2750.00,2019-01-25 15:38:32,renato.rossi,2022-02-19 00:31:11,renato.rossi,
611,,1037,3,0tq4i,0j01z,144,Acompanhamento da Execução das Mensurações,1125.00,1125.00,2019-01-25 15:38:32,renato.rossi,2022-02-19 00:19:13,renato.rossi,
612,,1037,3,0tq4i,0j01z,246,Acompanhamento da Execução das Mensurações,0.00,2750.00,2019-01-25 15:38:32,renato.rossi,2022-02-19 00:31:11,renato.rossi,
613,,1037,4,0tq4i,0j01z,144,Acompanhamento da Execução das avaliações,1125.00,1125.00,2019-01-25 15:38:32,renato.rossi,2022-02-19 00:19:13,renato.rossi,
614,,1037,4,0tq4i,0j01z,246,Acompanhamento da Execução das avaliações,0.00,2750.00,2019-01-25 15:38:32,renato.rossi,2022-02-19 00:31:11,renato.rossi,
615,,1037,5,0tq4i,0j01z,144,Ciclo de Qualificação,6750.00,6753.84,2019-01-25 15:38:32,renato.rossi,2022-02-19 00:19:13,patriciarego,
616,,1037,5,0tq4i,0j01z,246,Ciclo de Qualificação,0.00,16500.00,2019-01-25 15:38:32,renato.rossi,2022-02-19 00:31:11,patriciarego,
617,,1037,6,0tq4i,0j01z,144,Busca de Novos Mercados e Tecnologias,11250.00,11746.06,2019-01-25 15:38:32,renato.rossi,2022-02-19 00:19:13,patriciarego,
618,,1037,6,0tq4i,0j01z,246,Busca de Novos Mercados e Tecnologias,0.00,28660.00,2019-01-25 15:38:32,renato.rossi,2022-02-19 00:31:11,patriciarego,
619,,1037,7,0tq4i,0j01z,144,Posicionamento de Mercado,9450.00,9348.62,2019-01-25 15:38:32,renato.rossi,2022-02-19 00:19:13,patriciarego,
620,,1037,7,0tq4i,0j01z,246,Posicionamento de Mercado,0.00,23021.38,2019-01-25 15:38:32,renato.rossi,2022-02-19 00:31:11,patriciarego,
621,,1037,8,0tq4i,0j01z,144,Mudança Comportamental,4050.00,3251.61,2019-01-25 15:38:32,renato.rossi,2022-02-19 00:19:13,patriciarego,
622,,1037,8,0tq4i,0j01z,246,Mudança Comportamental,0.00,7948.39,2019-01-25 15:38:32,renato.rossi,2022-02-19 00:31:11,patriciarego,
623,,1037,9,0tq4i,0j01z,144,Estudo de Novos Mercados,6750.00,6749.08,2019-01-25 15:38:32,renato.rossi,2022-02-19 00:19:13,patriciarego,
624,,1037,9,0tq4i,0j01z,246,Estudo de Novos Mercados,0.00,16500.00,2019-01-25 15:38:32,renato.rossi,2022-02-19 00:31:11,patriciarego,
625,,1042,1,0tq4i,0j01z,145,Estruturação do projeto,2250.00,2250.00,2019-01-25 15:39:28,renato.rossi,2022-02-19 00:19:13,renato.rossi,
626,,1042,1,0tq4i,0j01z,247,Estruturação do projeto,0.00,5500.00,2019-01-25 15:39:28,renato.rossi,2022-02-19 00:31:11,renato.rossi,
627,,1042,2,0tq4i,0j01z,145,Gestão e Monitoramento,2700.00,2700.00,2019-01-25 15:39:28,renato.rossi,2022-02-19 00:19:13,renato.rossi,
628,,1042,2,0tq4i,0j01z,247,Gestão e Monitoramento,0.00,6600.00,2019-01-25 15:39:28,renato.rossi,2022-02-19 00:31:11,renato.rossi,
629,,1042,3,0tq4i,0j01z,145,Acompanhamento da Execução das Mensurações,1800.00,1800.00,2019-01-25 15:39:28,renato.rossi,2022-02-19 00:19:13,renato.rossi,
630,,1042,3,0tq4i,0j01z,247,Acompanhamento da Execução das Mensurações,0.00,4400.00,2019-01-25 15:39:28,renato.rossi,2022-02-19 00:31:11,renato.rossi,
631,,1042,4,0tq4i,0j01z,145,Acompanhamento da Execução das avaliações,1370.25,1370.25,2019-01-25 15:39:28,renato.rossi,2022-02-19 00:19:13,renato.rossi,
632,,1042,4,0tq4i,0j01z,247,Acompanhamento da Execução das avaliações,0.00,3349.50,2019-01-25 15:39:28,renato.rossi,2022-02-19 00:31:11,renato.rossi,
633,,1042,5,0tq4i,0j01z,145,Seminários de desenvolvimento do Turismo Mineiro,43455.38,43455.38,2019-01-25 15:39:28,renato.rossi,2022-02-19 00:19:13,renato.rossi,
634,,1042,5,0tq4i,0j01z,247,Seminários de desenvolvimento do Turismo Mineiro,0.00,106224.25,2019-01-25 15:39:28,renato.rossi,2022-02-19 00:31:11,renato.rossi,
635,,1042,6,0tq4i,0j01z,145,Missão Tecnica Empresarial,19440.00,19440.00,2019-01-25 15:39:28,renato.rossi,2022-02-19 00:19:13,renato.rossi,
636,,1042,6,0tq4i,0j01z,247,Missão Tecnica Empresarial,0.00,47520.00,2019-01-25 15:39:28,renato.rossi,2022-02-19 00:31:11,renato.rossi,
637,,1044,1,0tq4i,0j01z,146,Estruturação do projeto,675.00,675.00,2019-01-25 15:40:56,renato.rossi,2022-02-19 00:19:14,renato.rossi,
638,,1044,1,0tq4i,0j01z,248,Estruturação do projeto,0.00,1650.00,2019-01-25 15:40:56,renato.rossi,2022-02-19 00:31:11,renato.rossi,
639,,1044,2,0tq4i,0j01z,146,Gestão e monitoramento,675.00,675.00,2019-01-25 15:40:56,renato.rossi,2022-02-19 00:19:14,renato.rossi,
640,,1044,2,0tq4i,0j01z,248,Gestão e monitoramento,0.00,1650.00,2019-01-25 15:40:56,renato.rossi,2022-02-19 00:31:11,renato.rossi,
641,,1044,3,0tq4i,0j01z,146,Acompanhamento da execução das mensurações,675.00,675.00,2019-01-25 15:40:56,renato.rossi,2022-02-19 00:19:14,renato.rossi,
642,,1044,3,0tq4i,0j01z,248,Acompanhamento da execução das mensurações,0.00,1650.00,2019-01-25 15:40:56,renato.rossi,2022-02-19 00:31:11,renato.rossi,
643,,1044,4,0tq4i,0j01z,146,Acompanhamento da execução das avaliações,675.00,675.00,2019-01-25 15:40:56,renato.rossi,2022-02-19 00:19:14,renato.rossi,
644,,1044,4,0tq4i,0j01z,248,Acompanhamento da execução das avaliações,0.00,1650.00,2019-01-25 15:40:56,renato.rossi,2022-02-19 00:31:11,renato.rossi,
645,,1044,5,0tq4i,0j01z,146,Identidade Visual,4500.00,4500.00,2019-01-25 15:40:56,renato.rossi,2022-02-19 00:19:14,renato.rossi,
646,,1044,5,0tq4i,0j01z,248,Identidade Visual,0.00,11000.00,2019-01-25 15:40:56,renato.rossi,2022-02-19 00:31:11,renato.rossi,
647,,1044,6,0tq4i,0j01z,146,Promoção Comercial,5625.00,5625.00,2019-01-25 15:40:56,renato.rossi,2022-02-19 00:19:14,renato.rossi,
648,,1044,6,0tq4i,0j01z,248,Promoção Comercial,0.00,13750.00,2019-01-25 15:40:56,renato.rossi,2022-02-19 00:31:11,renato.rossi,
649,,1044,7,0tq4i,0j01z,146,Missões empresariais,5062.50,5062.50,2019-01-25 15:40:56,renato.rossi,2022-02-19 00:19:14,renato.rossi,
650,,1044,7,0tq4i,0j01z,248,Missões empresariais,0.00,12375.00,2019-01-25 15:40:56,renato.rossi,2022-02-19 00:31:11,renato.rossi,
651,,1044,8,0tq4i,0j01z,146,Capacitação,1125.00,1125.00,2019-01-25 15:40:56,renato.rossi,2022-02-19 00:19:14,renato.rossi,
652,,1044,8,0tq4i,0j01z,248,Capacitação,0.00,2750.00,2019-01-25 15:40:56,renato.rossi,2022-02-19 00:31:11,renato.rossi,
653,,1052,1,0tq4i,0j01z,147,Estruturação do projeto,843.75,843.75,2019-01-25 15:42:01,renato.rossi,2022-02-19 00:19:14,renato.rossi,
654,,1052,1,0tq4i,0j01z,249,Estruturação do projeto,0.00,2062.50,2019-01-25 15:42:01,renato.rossi,2022-02-19 00:31:11,renato.rossi,
655,,1052,2,0tq4i,0j01z,147,Gestão e Monitoramento,843.75,843.75,2019-01-25 15:42:01,renato.rossi,2022-02-19 00:19:14,renato.rossi,
656,,1052,2,0tq4i,0j01z,249,Gestão e Monitoramento,0.00,2062.50,2019-01-25 15:42:01,renato.rossi,2022-02-19 00:31:11,renato.rossi,
657,,1052,3,0tq4i,0j01z,147,Acompanhamento da Execução das Mensurações,843.75,843.75,2019-01-25 15:42:01,renato.rossi,2022-02-19 00:19:14,renato.rossi,
658,,1052,3,0tq4i,0j01z,249,Acompanhamento da Execução das Mensurações,0.00,2062.50,2019-01-25 15:42:01,renato.rossi,2022-02-19 00:31:11,renato.rossi,
659,,1052,4,0tq4i,0j01z,147,Acompanhamento da Execução das avaliações,843.75,843.75,2019-01-25 15:42:01,renato.rossi,2022-02-19 00:19:14,renato.rossi,
660,,1052,4,0tq4i,0j01z,249,Acompanhamento da Execução das avaliações,0.00,2062.50,2019-01-25 15:42:02,renato.rossi,2022-02-19 00:31:11,renato.rossi,
661,,1052,5,0tq4i,0j01z,147,Desenvolvimento da marca própria.,6750.00,6750.00,2019-01-25 15:42:02,renato.rossi,2022-02-19 00:19:14,renato.rossi,
662,,1052,5,0tq4i,0j01z,249,Desenvolvimento da marca própria.,0.00,16500.00,2019-01-25 15:42:02,renato.rossi,2022-02-19 00:31:11,renato.rossi,
663,,1052,6,0tq4i,0j01z,147,Plano de Capacitação para Empresários.,6750.00,6750.00,2019-01-25 15:42:02,renato.rossi,2022-02-19 00:19:14,renato.rossi,
664,,1052,6,0tq4i,0j01z,249,Plano de Capacitação para Empresários.,0.00,16500.00,2019-01-25 15:42:02,renato.rossi,2022-02-19 00:31:11,renato.rossi,
665,,1052,7,0tq4i,0j01z,147,Jornal de Ofertas Semanal Rede Cerrado.,18000.00,18000.00,2019-01-25 15:42:02,renato.rossi,2022-02-19 00:19:14,renato.rossi,
666,,1052,7,0tq4i,0j01z,249,Jornal de Ofertas Semanal Rede Cerrado.,0.00,44000.00,2019-01-25 15:42:02,renato.rossi,2022-02-19 00:31:11,renato.rossi,
667,,1052,8,0tq4i,0j01z,147,Estruturação da Central de Negócios para Compra,12375.00,12375.00,2019-01-25 15:42:02,renato.rossi,2022-02-19 00:19:14,renato.rossi,
668,,1052,8,0tq4i,0j01z,249,Estruturação da Central de Negócios para Compra,0.00,30250.00,2019-01-25 15:42:02,renato.rossi,2022-02-19 00:31:11,renato.rossi,
669,,1052,9,0tq4i,0j01z,147,Acesso à Mecardo.,6750.00,6750.00,2019-01-25 15:42:02,renato.rossi,2022-02-19 00:19:14,renato.rossi,
670,,1052,9,0tq4i,0j01z,249,Acesso à Mecardo.,0.00,16500.00,2019-01-25 15:42:02,renato.rossi,2022-02-19 00:31:11,renato.rossi,
671,,1053,1,0tq4i,0j01z,148,Estruturação do projeto,1125.00,1125.00,2019-01-25 15:43:17,renato.rossi,2022-02-19 00:19:14,renato.rossi,
672,,1053,1,0tq4i,0j01z,250,Estruturação do projeto,0.00,2750.00,2019-01-25 15:43:17,renato.rossi,2022-02-19 00:31:11,renato.rossi,
673,,1053,2,0tq4i,0j01z,148,Gestão e Monitoramento,900.00,900.00,2019-01-25 15:43:17,renato.rossi,2022-02-19 00:19:14,renato.rossi,
674,,1053,2,0tq4i,0j01z,250,Gestão e Monitoramento,0.00,2200.00,2019-01-25 15:43:17,renato.rossi,2022-02-19 00:31:11,renato.rossi,
675,,1053,3,0tq4i,0j01z,148,Acompanhamento da Execução das Mensurações,1620.00,1620.00,2019-01-25 15:43:17,renato.rossi,2022-02-19 00:19:14,renato.rossi,
676,,1053,3,0tq4i,0j01z,250,Acompanhamento da Execução das Mensurações,0.00,3960.00,2019-01-25 15:43:17,renato.rossi,2022-02-19 00:31:11,renato.rossi,
677,,1053,4,0tq4i,0j01z,148,Acompanhamento da Execução das avaliações,855.00,855.00,2019-01-25 15:43:17,renato.rossi,2022-02-19 00:19:14,renato.rossi,
678,,1053,4,0tq4i,0j01z,250,Acompanhamento da Execução das avaliações,0.00,2090.00,2019-01-25 15:43:17,renato.rossi,2022-02-19 00:31:11,renato.rossi,
679,,1053,5,0tq4i,0j01z,148,Acesso à Mercado – Fispal Food Service,6750.00,6750.00,2019-01-25 15:43:17,renato.rossi,2022-02-19 00:19:14,renato.rossi,
680,,1053,5,0tq4i,0j01z,250,Acesso à Mercado – Fispal Food Service,0.00,16500.00,2019-01-25 15:43:17,renato.rossi,2022-02-19 00:31:11,renato.rossi,
681,,1053,6,0tq4i,0j01z,148,Capacitação e Consultoria em Gestão de Estoques,6750.00,6750.00,2019-01-25 15:43:17,renato.rossi,2022-02-19 00:19:14,renato.rossi,
682,,1053,6,0tq4i,0j01z,250,Capacitação e Consultoria em Gestão de Estoques,0.00,16500.00,2019-01-25 15:43:17,renato.rossi,2022-02-19 00:31:11,renato.rossi,
683,,1053,7,0tq4i,0j01z,148,Capacitação da Mão de Obra do Setor,6750.00,6750.00,2019-01-25 15:43:17,renato.rossi,2022-02-19 00:19:14,renato.rossi,
684,,1053,7,0tq4i,0j01z,250,Capacitação da Mão de Obra do Setor,0.00,16500.00,2019-01-25 15:43:17,renato.rossi,2022-02-19 00:31:11,renato.rossi,
685,,1053,8,0tq4i,0j01z,148,Gestão de Comunicação,5625.00,5625.00,2019-01-25 15:43:17,renato.rossi,2022-02-19 00:19:14,renato.rossi,
686,,1053,8,0tq4i,0j01z,250,Gestão de Comunicação,0.00,13750.00,2019-01-25 15:43:17,renato.rossi,2022-02-19 00:31:11,renato.rossi,
687,,1053,9,0tq4i,0j01z,148,Responsabilidade Social,4500.00,4500.00,2019-01-25 15:43:17,renato.rossi,2022-02-19 00:19:14,renato.rossi,
688,,1053,9,0tq4i,0j01z,250,Responsabilidade Social,0.00,11000.00,2019-01-25 15:43:17,renato.rossi,2022-02-19 00:31:11,renato.rossi,
689,,1053,10,0tq4i,0j01z,148,Formação de rede de clientes Udifoods,4500.00,4500.00,2019-01-25 15:43:17,renato.rossi,2022-02-19 00:19:14,renato.rossi,
690,,1053,10,0tq4i,0j01z,250,Formação de rede de clientes Udifoods,0.00,11000.00,2019-01-25 15:43:17,renato.rossi,2022-02-19 00:31:11,renato.rossi,
691,,1053,11,0tq4i,0j01z,148,Gestão Ambiental,7875.00,7875.00,2019-01-25 15:43:17,renato.rossi,2022-02-19 00:19:14,renato.rossi,
692,,1053,11,0tq4i,0j01z,250,Gestão Ambiental,0.00,19250.00,2019-01-25 15:43:17,renato.rossi,2022-02-19 00:31:11,renato.rossi,
693,,1218,1,0tq4i,0j01z,149,Estruturação do projeto,618.75,618.75,2019-01-25 15:44:40,renato.rossi,2022-02-19 00:19:14,renato.rossi,
694,,1218,1,0tq4i,0j01z,317,Estruturação do projeto,0.00,1512.50,2019-01-25 15:44:40,renato.rossi,2022-02-19 00:31:22,renato.rossi,
695,,1218,2,0tq4i,0j01z,149,Gestão e Monitoramento,618.75,618.75,2019-01-25 15:44:40,renato.rossi,2022-02-19 00:19:14,renato.rossi,
696,,1218,2,0tq4i,0j01z,317,Gestão e Monitoramento,0.00,1512.50,2019-01-25 15:44:40,renato.rossi,2022-02-19 00:31:22,renato.rossi,
697,,1218,3,0tq4i,0j01z,149,Acompanhamento da Execução das Mensurações,618.75,618.75,2019-01-25 15:44:40,renato.rossi,2022-02-19 00:19:14,renato.rossi,
698,,1218,3,0tq4i,0j01z,317,Acompanhamento da Execução das Mensurações,0.00,1512.50,2019-01-25 15:44:40,renato.rossi,2022-02-19 00:31:22,renato.rossi,
699,,1218,4,0tq4i,0j01z,149,Acompanhamento da Execução das avaliações,618.75,618.75,2019-01-25 15:44:41,renato.rossi,2022-02-19 00:19:14,renato.rossi,
700,,1218,4,0tq4i,0j01z,317,Acompanhamento da Execução das avaliações,0.00,1512.50,2019-01-25 15:44:41,renato.rossi,2022-02-19 00:31:22,renato.rossi,
701,,1218,5,0tq4i,0j01z,149,Capacitação e Aperfeiçoamento de profissionais,11296.80,11296.80,2019-01-25 15:44:41,renato.rossi,2022-02-19 00:19:14,renato.rossi,
702,,1218,5,0tq4i,0j01z,317,Capacitação e Aperfeiçoamento de profissionais,0.00,27614.40,2019-01-25 15:44:41,renato.rossi,2022-02-19 00:31:22,renato.rossi,
703,,1218,6,0tq4i,0j01z,149,Dia da Beleza,1660.50,1660.50,2019-01-25 15:44:41,renato.rossi,2022-02-19 00:19:14,renato.rossi,
704,,1218,6,0tq4i,0j01z,317,Dia da Beleza,0.00,4059.00,2019-01-25 15:44:41,renato.rossi,2022-02-19 00:31:22,renato.rossi,
705,,1218,7,0tq4i,0j01z,149,Missão Empresarial,1912.50,1912.50,2019-01-25 15:44:41,renato.rossi,2022-02-19 00:19:14,renato.rossi,
706,,1218,7,0tq4i,0j01z,317,Missão Empresarial,0.00,4675.00,2019-01-25 15:44:41,renato.rossi,2022-02-19 00:31:22,renato.rossi,
707,,1218,8,0tq4i,0j01z,149,Missão Empresarial,1912.50,1912.50,2019-01-25 15:44:41,renato.rossi,2022-02-19 00:19:14,renato.rossi,
708,,1218,8,0tq4i,0j01z,317,Missão Empresarial,0.00,4675.00,2019-01-25 15:44:41,renato.rossi,2022-02-19 00:31:22,renato.rossi,
709,,1219,1,0tq4i,0j01z,150,Estruturação do projeto,798.09,798.09,2019-01-25 15:45:33,renato.rossi,2022-02-19 00:19:14,renato.rossi,
710,,1219,1,0tq4i,0j01z,318,Estruturação do projeto,0.00,1950.88,2019-01-25 15:45:33,renato.rossi,2022-02-19 00:31:22,renato.rossi,
711,,1219,2,0tq4i,0j01z,150,Gestão e Monitoramento,798.09,798.09,2019-01-25 15:45:33,renato.rossi,2022-02-19 00:19:14,renato.rossi,
712,,1219,2,0tq4i,0j01z,318,Gestão e Monitoramento,0.00,1950.88,2019-01-25 15:45:33,renato.rossi,2022-02-19 00:31:22,renato.rossi,
713,,1219,3,0tq4i,0j01z,150,Acompanhamento da Execução das Mensurações,798.09,798.09,2019-01-25 15:45:33,renato.rossi,2022-02-19 00:19:14,renato.rossi,
714,,1219,3,0tq4i,0j01z,318,Acompanhamento da Execução das Mensurações,0.00,1950.88,2019-01-25 15:45:33,renato.rossi,2022-02-19 00:31:22,renato.rossi,
715,,1219,4,0tq4i,0j01z,150,Acompanhamento da Execução das avaliações,798.09,798.09,2019-01-25 15:45:33,renato.rossi,2022-02-19 00:19:14,renato.rossi,
716,,1219,4,0tq4i,0j01z,318,Acompanhamento da Execução das avaliações,0.00,1950.88,2019-01-25 15:45:33,renato.rossi,2022-02-19 00:31:22,renato.rossi,
717,,1219,5,0tq4i,0j01z,150,Inauguração do Entreposto Comercial,5850.00,5850.00,2019-01-25 15:45:34,renato.rossi,2022-02-19 00:19:14,renato.rossi,
718,,1219,5,0tq4i,0j01z,318,Inauguração do Entreposto Comercial,0.00,14300.00,2019-01-25 15:45:34,renato.rossi,2022-02-19 00:31:22,renato.rossi,
719,,1219,6,0tq4i,0j01z,150,Consultorias e capacitações,6750.00,6750.00,2019-01-25 15:45:34,renato.rossi,2022-02-19 00:19:14,renato.rossi,
720,,1219,6,0tq4i,0j01z,318,Consultorias e capacitações,0.00,16500.00,2019-01-25 15:45:34,renato.rossi,2022-02-19 00:31:22,renato.rossi,
721,,1219,7,0tq4i,0j01z,150,Participação na Superminas,10125.00,10125.00,2019-01-25 15:45:34,renato.rossi,2022-02-19 00:19:14,renato.rossi,
722,,1219,7,0tq4i,0j01z,318,Participação na Superminas,0.00,24750.00,2019-01-25 15:45:34,renato.rossi,2022-02-19 00:31:22,renato.rossi,
723,,1228,1,0tq4i,0j01z,151,Estruturação do projeto,339.19,339.19,2019-01-25 15:47:10,renato.rossi,2022-02-19 00:19:14,renato.rossi,
724,,1228,1,0tq4i,0j01z,320,Estruturação do projeto,0.00,829.13,2019-01-25 15:47:10,renato.rossi,2022-02-19 00:31:22,renato.rossi,
725,,1228,2,0tq4i,0j01z,151,Gestão e Monitoramento,339.19,339.19,2019-01-25 15:47:10,renato.rossi,2022-02-19 00:19:14,renato.rossi,
726,,1228,2,0tq4i,0j01z,320,Gestão e Monitoramento,0.00,829.13,2019-01-25 15:47:10,renato.rossi,2022-02-19 00:31:22,renato.rossi,
727,,1228,3,0tq4i,0j01z,151,Acompanhamento da Execução das Mensurações,339.19,339.19,2019-01-25 15:47:10,renato.rossi,2022-02-19 00:19:14,renato.rossi,
728,,1228,3,0tq4i,0j01z,320,Acompanhamento da Execução das Mensurações,0.00,829.13,2019-01-25 15:47:10,renato.rossi,2022-02-19 00:31:22,renato.rossi,
729,,1228,4,0tq4i,0j01z,151,Acompanhamento da Execução das avaliações,339.19,339.19,2019-01-25 15:47:10,renato.rossi,2022-02-19 00:19:14,renato.rossi,
730,,1228,4,0tq4i,0j01z,320,Acompanhamento da Execução das avaliações,0.00,829.13,2019-01-25 15:47:10,renato.rossi,2022-02-19 00:31:22,renato.rossi,
731,,1228,5,0tq4i,0j01z,151,Evento Promocional,13567.50,13567.50,2019-01-25 15:47:10,renato.rossi,2022-02-19 00:19:14,renato.rossi,
732,,1228,5,0tq4i,0j01z,320,Evento Promocional,0.00,33165.00,2019-01-25 15:47:10,renato.rossi,2022-02-19 00:31:22,renato.rossi,
733,,1223,1,0tq4i,0j01z,44,Estruturação do projeto,1460.02,1460.02,2019-01-25 16:08:24,renato.rossi,2019-01-25 16:08:24,renato.rossi,
734,,1223,1,0tq4i,0j01z,319,Estruturação do projeto,0.00,3568.96,2019-01-25 16:08:24,renato.rossi,2022-02-19 00:31:22,renato.rossi,
735,,1223,2,0tq4i,0j01z,44,Gestão e Monitoramento,1752.03,1752.03,2019-01-25 16:08:24,renato.rossi,2019-01-25 16:08:24,renato.rossi,
736,,1223,2,0tq4i,0j01z,319,Gestão e Monitoramento,0.00,4282.74,2019-01-25 16:08:24,renato.rossi,2022-02-19 00:31:22,renato.rossi,
737,,1223,3,0tq4i,0j01z,44,Acompanhamento da Execução das Mensurações,584.01,584.01,2019-01-25 16:08:24,renato.rossi,2019-01-25 16:08:24,renato.rossi,
738,,1223,3,0tq4i,0j01z,319,Acompanhamento da Execução das Mensurações,0.00,1427.58,2019-01-25 16:08:24,renato.rossi,2022-02-19 00:31:22,renato.rossi,
739,,1223,4,0tq4i,0j01z,44,Acompanhamento da Execução das avaliações,584.01,584.01,2019-01-25 16:08:24,renato.rossi,2019-01-25 16:08:24,renato.rossi,
740,,1223,4,0tq4i,0j01z,319,Acompanhamento da Execução das avaliações,0.00,1427.58,2019-01-25 16:08:24,renato.rossi,2022-02-19 00:31:22,renato.rossi,
741,,1223,5,0tq4i,0j01z,44,Curso de Farmacêutico Clínico,10300.50,10300.50,2019-01-25 16:08:24,renato.rossi,2019-01-25 16:08:24,renato.rossi,
742,,1223,5,0tq4i,0j01z,319,Curso de Farmacêutico Clínico,0.00,25179.00,2019-01-25 16:08:24,renato.rossi,2022-02-19 00:31:22,renato.rossi,
743,,1223,6,0tq4i,0j01z,44,Projeto de requalificação de Ambiente,8100.00,8100.00,2019-01-25 16:08:24,renato.rossi,2019-01-25 16:08:24,renato.rossi,
744,,1223,6,0tq4i,0j01z,319,Projeto de requalificação de Ambiente,0.00,19800.00,2019-01-25 16:08:24,renato.rossi,2022-02-19 00:31:22,renato.rossi,
745,,1223,7,0tq4i,0j01z,44,Projeto de estruturação de gestão,10800.00,10800.00,2019-01-25 16:08:24,renato.rossi,2019-01-25 16:08:24,renato.rossi,
746,,1223,7,0tq4i,0j01z,319,Projeto de estruturação de gestão,0.00,26400.00,2019-01-25 16:08:24,renato.rossi,2022-02-19 00:31:22,renato.rossi,
747,,1007,1,0tq4i,0j01z,30,Estruturação do projeto,0.00,2610.00,2019-01-30 09:54:46,renato.rossi,2019-01-30 09:54:46,renato.rossi,
748,,1007,1,0tq4i,0j01z,239,Estruturação do projeto,0.00,3190.00,2019-01-30 09:54:46,renato.rossi,2022-02-19 00:31:10,renato.rossi,
749,,1007,2,0tq4i,0j01z,30,Gestão e Monitoramento,0.00,2700.00,2019-01-30 09:54:46,renato.rossi,2019-01-30 09:54:46,renato.rossi,
750,,1007,2,0tq4i,0j01z,239,Gestão e Monitoramento,0.00,3300.00,2019-01-30 09:54:46,renato.rossi,2022-02-19 00:31:10,renato.rossi,
751,,1007,3,0tq4i,0j01z,30,Acompanhamento da Execução das Mensurações,0.00,2025.00,2019-01-30 09:54:46,renato.rossi,2019-01-30 09:54:46,renato.rossi,
752,,1007,3,0tq4i,0j01z,239,Acompanhamento da Execução das Mensurações,0.00,2475.00,2019-01-30 09:54:46,renato.rossi,2022-02-19 00:31:10,renato.rossi,
753,,1007,4,0tq4i,0j01z,30,Acompanhamento da Execução das avaliações,0.00,1710.00,2019-01-30 09:54:47,renato.rossi,2019-01-30 09:54:47,renato.rossi,
754,,1007,4,0tq4i,0j01z,239,Acompanhamento da Execução das avaliações,0.00,2090.00,2019-01-30 09:54:47,renato.rossi,2022-02-19 00:31:10,renato.rossi,
755,,1007,5,0tq4i,0j01z,30,Treinamento para o pensamento Lean,0.00,9765.00,2019-01-30 09:54:47,renato.rossi,2019-01-30 09:54:47,renato.rossi,
756,,1007,5,0tq4i,0j01z,239,Treinamento para o pensamento Lean,0.00,11935.00,2019-01-30 09:54:47,renato.rossi,2022-02-19 00:31:10,renato.rossi,
757,,1007,6,0tq4i,0j01z,30,Gestão de Mídias Sociais,0.00,8100.00,2019-01-30 09:54:47,renato.rossi,2019-01-30 09:54:47,renato.rossi,
758,,1007,6,0tq4i,0j01z,239,Gestão de Mídias Sociais,0.00,9900.00,2019-01-30 09:54:47,renato.rossi,2022-02-19 00:31:10,renato.rossi,
759,,1007,7,0tq4i,0j01z,30,Aplicativo (app) Camaçari Sabor,0.00,7425.00,2019-01-30 09:54:47,renato.rossi,2019-01-30 09:54:47,renato.rossi,
760,,1007,7,0tq4i,0j01z,239,Aplicativo (app) Camaçari Sabor,0.00,9075.00,2019-01-30 09:54:47,renato.rossi,2022-02-19 00:31:10,renato.rossi,
761,,1007,8,0tq4i,0j01z,30,Sistema de Gestão WEB,0.00,7425.00,2019-01-30 09:54:47,renato.rossi,2019-01-30 09:54:47,renato.rossi,
