id,idprojeto,nuacao,nome,descricao,tipo,unidade,quantidade,realizado,data_inclusao,usuario_inclusao,data_atualizacao,usuario_alteracao,comentario,valor_moeda_adicional,valor_reais
142,2039,7,Número de capacitações realizadas,"- A meta descreve o número de capacitações realizadas
- Forma de verificação: relatório da capacitação - com avaliação do gestor",en,Capacitações,1,,2022-11-25 14:47:32,gabriel.g,2022-11-25 14:47:32,gabriel.g,,,
143,2039,7,Número de empresas atendidas,"- Participação de 4 empresas
- Forma de verificação: lista de presença e evidências da capacitação",at,Empresas,4,,2022-11-25 14:48:09,gabriel.g,2022-11-25 14:48:09,gabriel.g,,,
144,2039,8,Gestão do projeto,Gestão do projeto,en,Relatórios,1,,2022-11-25 14:49:29,gabriel.g,2022-11-25 14:49:29,gabriel.g,,,
145,2040,1,Número de eventos visitados,"- A meta descreve o número de eventos visitados
- Forma de verificação: relatório da visita ao evento - com avaliação do gestor",en,Eventos,1,,2022-11-25 15:13:24,gabriel.g,2022-11-25 15:13:24,gabriel.g,,,
146,2040,1,Número de empresas atendidas,"- Participação de 3 empresas
- Forma de verificação: lista de presença e evidências da visita ao evento",at,Empresas,3,,2022-11-25 15:13:55,gabriel.g,2022-11-25 15:13:55,gabriel.g,,,
147,2040,2,Número de eventos visitados,"- A meta descreve o número de eventos visitados
- Forma de verificação: relatório da visita ao evento - com avaliação do gestor",en,Eventos,1,,2022-11-25 15:15:33,gabriel.g,2022-11-25 15:15:33,gabriel.g,,,
148,2040,2,Número de empresas atendidas,"- Participação de 10 empresas
- Forma de verificação: lista de presença e evidências da visita ao evento",at,Empresas,10,,2022-11-25 15:16:08,gabriel.g,2022-11-25 15:16:08,gabriel.g,,,
149,2040,3,Número de mentorias realizadas,"- A meta descreve o número de mentorias realizadas
- Forma de verificação: relatório da mentoria - com avaliação do gestor",en,Mentorias,1,,2022-11-25 15:18:56,gabriel.g,2022-11-25 15:18:56,gabriel.g,,,
150,2040,3,Número de empresas atendidas,"- Participação de 3 empresas
- Forma de verificação: lista de presença e evidências da mentoria",at,Empresas,3,,2022-11-25 15:19:27,gabriel.g,2022-11-25 15:19:27,gabriel.g,,,
151,2040,4,Número de mentorias realizadas,"- A meta descreve o número de mentorias realizadas
- Forma de verificação: relatório da mentoria - com avaliação do gestor",en,Mentorias,1,,2022-11-25 15:21:25,gabriel.g,2022-11-25 15:21:25,gabriel.g,,,
152,2040,4,Número de empresas atendidas,"- Participação de 6 empresas
- Forma de verificação: lista de presença e evidências da mentoria",at,Empresas,6,,2022-11-25 15:21:56,gabriel.g,2022-11-25 15:21:56,gabriel.g,,,
153,2040,5,Número de capacitações realizadas,"- A meta descreve o número de capacitações realizadas
- Forma de verificação: relatório da capacitação - com avaliação do gestor",en,Capacitações,1,,2022-11-25 15:23:17,gabriel.g,2022-11-25 15:23:17,gabriel.g,,,
154,2040,5,Número de empresas atendidas,"- Participação de 2 empresas
- Forma de verificação: lista de presença e evidências da capacitação",at,Empresas,2,,2022-11-25 15:23:42,gabriel.g,2022-11-25 15:23:42,gabriel.g,,,
155,2040,6,Número de capacitações realizadas,"- A meta descreve o número de capacitações realizadas
- Forma de verificação: relatório da capacitação - com avaliação do gestor",en,Capacitações,1,,2022-11-25 15:25:15,gabriel.g,2022-11-25 15:25:15,gabriel.g,,,
156,2040,6,Número de empresas atendidas,"- Participação de 11 empresas
- Forma de verificação: lista de presença e evidências da capacitação",at,Empresas,11,,2022-11-25 15:25:52,gabriel.g,2022-11-25 15:25:52,gabriel.g,,,
157,2040,7,Número de capacitações realizadas,"- A meta descreve o número de capacitações realizadas
- Forma de verificação: relatório da capacitação - com avaliação do gestor",en,Capacitações,1,,2022-11-25 15:28:22,gabriel.g,2022-11-25 15:28:22,gabriel.g,,,
158,2040,7,Número de empresas atendidas,"- Participação de 4 empresas
- Forma de verificação: lista de presença e evidências da capacitação",at,Empresas,4,,2022-11-25 15:28:48,gabriel.g,2022-11-25 15:28:48,gabriel.g,,,
159,2040,8,Número de capacitações realizadas,"- A meta descreve o número de capacitações realizadas
- Forma de verificação: relatório da capacitação - com avaliação do gestor",en,Capacitações,1,,2022-11-25 15:30:07,gabriel.g,2022-11-25 15:30:07,gabriel.g,,,
160,2040,8,Número de empresas atendidas,"- Participação de 2 empresas
- Forma de verificação: lista de presença e evidências da capacitação",at,Empresas,2,,2022-11-25 15:30:35,gabriel.g,2022-11-25 15:30:35,gabriel.g,,,
161,2040,9,Número de capacitações realizadas,"- A meta descreve o número de capacitações realizadas
- Forma de verificação: relatório da capacitação - com avaliação do gestor",en,Capacitações,1,,2022-11-25 15:31:43,gabriel.g,2022-11-25 15:31:43,gabriel.g,,,
162,2040,9,Número de empresas atendidas,"- Participação de 3 empresas
- Forma de verificação: lista de presença e evidências da capacitação",at,Empresas,3,,2022-11-25 15:32:09,gabriel.g,2022-11-25 15:32:09,gabriel.g,,,
163,2040,10,Gestão do projeto,Gestão do projeto,en,Relatórios,1,,2022-11-25 15:33:08,gabriel.g,2022-11-25 15:33:08,gabriel.g,,,
164,2041,1,Número de capacitações realizadas,(i) A meta descreve o número de capacitações realizadas; (ii) Forma de verificação: relatório da capacitação - com avaliação do gestor,en,Capacitações,1,,2023-01-04 14:30:21,gabriel.g,2023-01-04 14:30:21,gabriel.g,,,
165,2041,1,Número de empresas atendidas,(i) Participação de 30 empresas; (ii) Forma de verificação: certificado da capacitação,at,Empresas,30,,2023-01-04 14:30:54,gabriel.g,2023-01-04 14:30:54,gabriel.g,,,
166,2041,2,Gestão do projeto,Gestão do projeto,en,Relatórios,1,,2023-01-04 14:36:37,gabriel.g,2023-01-04 14:36:37,gabriel.g,,,
167,2042,1,Número de capacitações realizadas,(i) A meta descreve o número de capacitações realizadas; (ii) Forma de verificação: relatório da capacitação - com avaliação do gestor,en,Capacitações,1,,2023-01-04 15:06:46,gabriel.g,2023-01-04 15:06:46,gabriel.g,,,
168,2042,1,Número de empresas atendidas,(i) Participação de 20 empresas; (ii) Forma de verificação: certificado da capacitação,at,Empresas,20,,2023-01-04 15:07:13,gabriel.g,2023-01-04 15:07:13,gabriel.g,,,
169,2042,2,Gestão do projeto,Gestão do projeto,en,Relatórios,1,,2023-01-04 15:11:02,gabriel.g,2023-01-04 15:11:02,gabriel.g,,,
170,2043,1,Número de eventos realizados,(i) A meta descreve o número de eventos realizados; (ii) Forma de verificação: relatório de realização da feira - com avaliação do gestor,en,Eventos,2,,2023-01-04 15:33:49,gabriel.g,2023-01-04 15:33:49,gabriel.g,,,
171,2043,1,Número de empresas atendidas,(i) Participação de 15 empresas; (ii) Forma de verificação: lista de presença e evidências da realização do evento.,at,Empresas,15,,2023-01-04 15:34:20,gabriel.g,2023-01-04 15:34:20,gabriel.g,,,
172,2043,2,Número de consultorias realizadas,(i) A meta descreve o número de consultorias realizadas; (ii) Forma de verificação: relatório da consultoria - com avaliação do gestor,en,Consultoria,1,,2023-01-04 16:11:27,gabriel.g,2023-01-04 16:11:27,gabriel.g,,,
173,2043,2,Número de empresas atendidas,(i) Participação de 15 empresas; (ii) Forma de verificação: lista de presença e evidências da consultoria,at,Empresas,15,,2023-01-04 16:11:57,gabriel.g,2023-01-04 16:11:57,gabriel.g,,,
174,2043,3,Número de consultorias realizadas,(i) A meta descreve o número de consultorias realizadas; (ii) Forma de verificação: relatório da consultoria - com avaliação do gestor,en,Consultoria,1,,2023-01-04 16:17:34,gabriel.g,2023-01-04 16:17:34,gabriel.g,,,
175,2043,3,Número de empresas atendidas,(i) Participação de 15 empresas; (ii) Forma de verificação: lista de presença e evidências da consultoria,at,Empresas,15,,2023-01-04 16:18:00,gabriel.g,2023-01-04 16:18:00,gabriel.g,,,
176,2043,4,Número de capacitações realizadas,(i) A meta descreve o número de capacitações realizadas; (ii) Forma de verificação: relatório da capacitação - com avaliação do gestor,en,Capacitações,1,,2023-01-04 16:21:13,gabriel.g,2023-01-04 16:21:13,gabriel.g,,,
177,2043,4,Número de empresas atendidas,(i) Participação de 15 empresas; (ii) Forma de verificação: certificado da capacitação,at,Empresas,15,,2023-01-04 16:21:37,gabriel.g,2023-01-04 16:21:37,gabriel.g,,,
178,2043,5,Número de capacitações realizadas,(i) A meta descreve o número de capacitações realizadas; (ii) Forma de verificação: relatório da capacitação - com avaliação do gestor,en,Capacitações,1,,2023-01-04 16:36:27,gabriel.g,2023-01-04 16:36:27,gabriel.g,,,
179,2043,5,Número de empresas atendidas,(i) Participação de 15 empresas; (ii) Forma de verificação: lista de presença e evidências da capacitação,at,Empresas,15,,2023-01-04 16:36:59,gabriel.g,2023-01-04 16:36:59,gabriel.g,,,
180,2043,6,Número de capacitações realizadas,(i) A meta descreve o número de capacitações realizadas; (ii) Forma de verificação: relatório da capacitação - com avaliação do gestor,en,Capacitações,1,,2023-01-04 16:39:27,gabriel.g,2023-01-04 16:39:27,gabriel.g,,,
181,2043,6,Número de empresas atendidas,(i) Participação de 15 empresas; (ii) Forma de verificação: lista de presença e evidências da capacitação,at,Empresas,15,,2023-01-04 16:39:50,gabriel.g,2023-01-04 16:39:50,gabriel.g,,,
182,2043,7,Número de capacitações realizadas,(i) A meta descreve o número de capacitações realizadas; (ii) Forma de verificação: relatório da capacitação - com avaliação do gestor,en,Capacitações,1,,2023-01-04 16:42:47,gabriel.g,2023-01-04 16:42:47,gabriel.g,,,
183,2043,7,Número de empresas atendidas,(i) Participação de 15 empresas; (ii) Forma de verificação: lista de presença e evidências da capacitação,at,Empresas,15,,2023-01-04 16:43:11,gabriel.g,2023-01-04 16:43:11,gabriel.g,,,
184,2043,8,Gestão do projeto,Gestão do projeto,en,Relatórios,1,,2023-01-04 16:47:14,gabriel.g,2023-01-04 16:47:14,gabriel.g,,,
185,2044,1,Número de capacitações realizadas,(i) A meta descreve o número de capacitações realizadas; (ii) Forma de verificação: relatório da capacitação - com avaliação do gestor,en,Capacitações,1,,2023-01-04 17:08:32,gabriel.g,2023-01-04 17:08:32,gabriel.g,,,
186,2044,1,Número de empresas atendidas,(i) Participação de 13 empresas; (ii) Forma de verificação: lista de presença e evidências da capacitação,at,Empresas,13,,2023-01-04 17:09:04,gabriel.g,2023-01-04 17:09:04,gabriel.g,,,
187,2044,2,Número de capacitações realizadas,(i) A meta descreve o número de consultoria realizadas; (ii) Forma de verificação: relatório da consultoria - com avaliação do gestor,en,Consultoria,1,,2023-01-04 17:12:20,gabriel.g,2023-01-04 17:12:20,gabriel.g,,,
188,2044,2,Número de empresas atendidas,(i) Participação de 13 empresas; (ii) Forma de verificação: lista de presença e evidências da consultoria,at,Empresas,13,,2023-01-04 17:12:44,gabriel.g,2023-01-04 17:12:44,gabriel.g,,,
189,2044,3,Número de consultorias realizadas,(i) A meta descreve o número de consultorias realizadas; (ii) Forma de verificação: relatório da consultoria - com avaliação do gestor,en,Consultoria,1,,2023-01-05 09:31:39,gabriel.g,2023-01-05 09:31:39,gabriel.g,,,
190,2044,3,Número de empresas atendidas,(i) Participação de 13 empresas; (ii) Forma de verificação: lista de presença e evidências da consultoria,at,Empresas,13,,2023-01-05 09:32:09,gabriel.g,2023-01-05 09:32:09,gabriel.g,,,
191,2044,4,Número de consultorias realizadas,(i) A meta descreve o número de consultorias realizadas; (ii) Forma de verificação: relatório da consultoria - com avaliação do gestor,en,Consultoria,1,,2023-01-05 09:36:53,gabriel.g,2023-01-05 09:36:53,gabriel.g,,,
192,2044,4,Número de empresas atendidas,(i) Participação de 13 empresas; (ii) Forma de verificação: lista de presença e evidências da consultoria,at,Empresas,13,,2023-01-05 09:37:30,gabriel.g,2023-01-05 09:37:30,gabriel.g,,,
193,2044,5,Número de consultorias realizadas,(i) A meta descreve o número de consultorias realizadas; (ii) Forma de verificação: relatório da consultoria - com avaliação do gestor,en,Consultoria,1,,2023-01-05 09:40:31,gabriel.g,2023-01-05 09:40:31,gabriel.g,,,
194,2044,5,Número de empresas atendidas,(i) Participação de 13 empresas; (ii) Forma de verificação: lista de presença e evidências da consultoria,at,Empresas,13,,2023-01-05 09:40:57,gabriel.g,2023-01-05 09:40:57,gabriel.g,,,
195,2044,6,Gestão do projeto,Gestão do projeto,en,Relatórios,1,,2023-01-05 09:43:38,gabriel.g,2023-01-05 09:43:38,gabriel.g,,,
196,2045,1,Número de capacitações realizadas,(i) A meta descreve o número de capacitações realizadas; (ii) Forma de verificação: relatório da capacitação - com avaliação do gestor,en,Capacitações,1,,2023-01-05 10:05:52,gabriel.g,2023-01-05 10:05:52,gabriel.g,,,
197,2045,1,Número de empresas atendidas,(i) Participação de 12 empresas; (ii) Forma de verificação: lista de presença e evidências da capacitação,at,Empresas,12,,2023-01-05 10:06:29,gabriel.g,2023-01-05 10:06:29,gabriel.g,,,
198,2045,2,Número de capacitações realizadas,(i) A meta descreve o número de capacitações realizadas; (ii) Forma de verificação: relatório da capacitação - com avaliação do gestor,en,Capacitações,1,,2023-01-05 10:11:11,gabriel.g,2023-01-05 10:11:11,gabriel.g,,,
199,2045,2,Número de empresas atendidas,(i) Participação de 12 empresas; (ii) Forma de verificação: lista de presença e evidências da capacitação,at,Empresas,12,,2023-01-05 10:11:35,gabriel.g,2023-01-05 10:11:35,gabriel.g,,,
200,2045,3,Número de consultorias realizadas,(i) A meta descreve o número de consultorias realizadas; (ii) Forma de verificação: relatório da consultoria - com avaliação do gestor,en,Consultoria,1,,2023-01-05 10:13:52,gabriel.g,2023-01-05 10:13:52,gabriel.g,,,
201,2045,3,Número de empresas atendidas,(i) Participação de 12 empresas; (ii) Forma de verificação: lista de presença e evidências da consultoria,at,Empresas,12,,2023-01-05 10:14:13,gabriel.g,2023-01-05 10:14:13,gabriel.g,,,
202,2045,4,Número de capacitações realizadas,(i) A meta descreve o número de capacitações realizadas; (ii) Forma de verificação: relatório da capacitação - com avaliação do gestor,en,Capacitações,1,,2023-01-05 10:17:17,gabriel.g,2023-01-05 10:17:17,gabriel.g,,,
203,2045,4,Número de empresas atendidas,(i) Participação de 12 empresas; (ii) Forma de verificação: certificado da capacitação,at,Empresas,12,,2023-01-05 10:17:43,gabriel.g,2023-01-05 10:17:43,gabriel.g,,,
204,2045,5,Número de capacitações realizadas,(i) A meta descreve o número de capacitações realizadas; (ii) Forma de verificação: relatório da capacitação - com avaliação do gestor,en,Capacitações,1,,2023-01-05 10:20:59,gabriel.g,2023-01-05 10:20:59,gabriel.g,,,
205,2045,5,Número de empresas atendidas,(i) Participação de 12 empresas; (ii) Forma de verificação: lista de presença e evidências da capacitação,at,Empresas,12,,2023-01-05 10:21:25,gabriel.g,2023-01-05 10:21:25,gabriel.g,,,
206,2045,6,Gestão do projeto,Gestão do projeto,en,Relatórios,1,,2023-01-05 10:23:41,gabriel.g,2023-01-05 10:23:41,gabriel.g,,,
207,2046,1,Número de consultorias realizadas,(i) A meta descreve o número de consultorias realizadas; (ii) Forma de verificação: relatório da consultoria - com avaliação do gestor,en,Consultoria,1,,2023-01-05 11:19:31,gabriel.g,2023-01-05 11:19:31,gabriel.g,,,
208,2046,1,Número de empresas atendidas,(i) Participação de 19 empresas; (ii) Forma de verificação: lista de presença e evidências da consultoria,at,Empresas,18,,2023-01-05 11:20:00,gabriel.g,2023-01-05 11:20:00,gabriel.g,,0,0
209,2046,2,Número de capacitações realizadas,(i) A meta descreve o número de capacitações realizadas; (ii) Forma de verificação: relatório da capacitação - com avaliação do gestor,en,Capacitações,1,,2023-01-05 11:22:51,gabriel.g,2023-01-05 11:22:51,gabriel.g,,,
210,2046,2,Número de empresas atendidas,(i) Participação de 19 empresas; (ii) Forma de verificação: lista de presença e evidências da capacitação,at,Empresas,18,,2023-01-05 11:23:22,gabriel.g,2023-01-05 11:23:22,gabriel.g,,0,0
211,2046,3,Número de consultorias realizadas,(i) A meta descreve o número de consultorias realizadas; (ii) Forma de verificação: relatório da consultoria - com avaliação do gestor,en,Consultoria,1,,2023-01-05 11:25:49,gabriel.g,2023-01-05 11:25:49,gabriel.g,,,
212,2046,3,Número de empresas atendidas,(i) Participação de 19 empresas; (ii) Forma de verificação: lista de presença e evidências da consultoria,at,Empresas,18,,2023-01-05 11:26:12,gabriel.g,2023-01-05 11:26:12,gabriel.g,,0,0
215,2046,4,Gestão do projeto,Gestão do projeto,en,Relatórios,1,,2023-01-05 11:44:37,gabriel.g,2023-01-05 11:44:37,gabriel.g,,,
216,2048,1,Número de capacitações realizadas,(i) A meta descreve o número de capacitações realizadas; (ii) Forma de verificação: relatório da capacitação - com avaliação do gestor,en,Capacitações,4,,2023-02-24 12:03:16,gabriel.g,2023-02-24 12:03:16,gabriel.g,,,
217,2048,1,Número de empresas atendidas,(i) Participação de 50 empresas; (ii) Forma de verificação: lista de presença e evidências da capacitação,at,Empresas,50,,2023-02-24 12:03:42,gabriel.g,2023-02-24 12:03:42,gabriel.g,,,
218,2048,2,Número de consultorias realizadas,(i) A meta descreve o número de consultorias realizadas; (ii) Forma de verificação: relatório da consultoria - com avaliação do gestor,en,Consultoria,1,,2023-02-24 12:08:34,gabriel.g,2023-02-24 12:08:34,gabriel.g,,,
219,2048,2,Número de empresas atendidas,(i) Participação de 50 empresas; (ii) Forma de verificação: lista de presença e evidências da consultoria.,at,Empresas,50,,2023-02-24 12:08:58,gabriel.g,2023-02-24 12:08:58,gabriel.g,,,
220,2048,3,Número de capacitações realizadas,(i) A meta descreve o número de capacitações realizadas; (ii) Forma de verificação: relatório da capacitação - com avaliação do gestor,en,Capacitações,4,,2023-02-24 12:17:24,gabriel.g,2023-02-24 12:17:24,gabriel.g,,,
221,2048,3,Número de empresas atendidas,(i) Participação de 50 empresas; (ii) Forma de verificação: lista de presença e evidências da capacitação,at,Empresas,50,,2023-02-24 12:17:51,gabriel.g,2023-02-24 12:17:51,gabriel.g,,,
222,2048,4,Número de capacitações realizadas,(i) A meta descreve o número de capacitações realizadas; (ii) Forma de verificação: relatório da capacitação – com avaliação do gestor,en,Capacitações,12,,2023-02-24 12:22:29,gabriel.g,2023-02-24 12:22:29,gabriel.g,,,
223,2048,4,Número de empresas atendidas,(i) Participação de 50 empresas; (ii) Forma de verificação: lista de presença e evidências da capacitação,at,Empresas,50,,2023-02-24 12:22:52,gabriel.g,2023-02-24 12:22:52,gabriel.g,,,
224,2048,5,Número de capacitações realizadas,(i) A meta descreve o número de capacitações realizadas; (ii) Forma de verificação: relatório da capacitação - com avaliação do gestor,en,Capacitações,12,,2023-02-24 12:26:58,gabriel.g,2023-02-24 12:26:58,gabriel.g,,,
225,2048,5,Número de empresas atendidas,(i) Participação de 50 empresas; (ii) Forma de verificação: lista de presença e evidências da capacitação,at,Empresas,50,,2023-02-24 12:27:19,gabriel.g,2023-02-24 12:27:19,gabriel.g,,,
226,2048,6,Número de consultorias realizadas,(i) A meta descreve o número de consultorias realizadas; (ii) Forma de verificação: relatório da consultoria - com avaliação do gestor,en,Consultoria,1,,2023-02-24 12:30:57,gabriel.g,2023-02-24 12:30:57,gabriel.g,,,
227,2048,6,Número de empresas atendidas,(i) Participação de 50 empresas; (ii) Forma de verificação: lista de presença e evidências da consultoria.,at,Empresas,50,,2023-02-24 12:31:16,gabriel.g,2023-02-24 12:31:16,gabriel.g,,,
228,2048,7,Gestão do projeto,Gestão do projeto,en,Relatórios,1,,2023-02-24 12:36:08,gabriel.g,2023-02-24 12:36:08,gabriel.g,,,
231,2047,2,Número de capacitações realizadas,(i) A meta descreve o número de capacitações realizadas; (ii) Forma de verificação: relatório da capacitação - com avaliação do gestor,en,Capacitações,1,,2023-03-13 15:12:02,gabriel.g,2023-03-13 15:12:02,gabriel.g,,0,0
232,2047,2,Número de empresas atendidas,(i) Participação de 12 empresas; (ii) Forma de verificação: lista de presença e evidências da capacitação,at,Empresas,12,,2023-03-13 15:12:31,gabriel.g,2023-03-13 15:12:31,gabriel.g,,0,0
233,2047,3,Número de capacitações realizadas,(i) A meta descreve o número de capacitações realizadas; (ii) Forma de verificação: relatório da capacitação - com avaliação do gestor,en,Capacitações,1,,2023-03-13 15:16:32,gabriel.g,2023-03-13 15:16:32,gabriel.g,,0,0
234,2047,3,Número de empresas atendidas,(i) Participação de 12 empresas; (ii) Forma de verificação: lista de presença e evidências da capacitação,at,Empresas,12,,2023-03-13 15:16:58,gabriel.g,2023-03-13 15:16:58,gabriel.g,,0,0
235,2047,4,Número de capacitações realizadas,(i) A meta descreve o número de capacitações realizadas; (ii) Forma de verificação: relatório da capacitação - com avaliação do gestor,en,Capacitações,1,,2023-03-13 15:21:24,gabriel.g,2023-03-13 15:21:24,gabriel.g,,0,0
236,2047,4,Número de empresas atendidas,(i) Participação de 12 empresas; (ii) Forma de verificação: lista de presença e evidências da capacitação,at,Empresas,12,,2023-03-13 15:21:53,gabriel.g,2023-03-13 15:21:53,gabriel.g,,0,0
237,2047,5,Número de consultorias realizadas,(i) A meta descreve o número de consultorias realizadas; (ii) Forma de verificação: relatório da consultoria - com avaliação do gestor,en,Consultoria,1,,2023-03-13 15:29:22,gabriel.g,2023-03-13 15:29:22,gabriel.g,,0,0
238,2047,5,Número de empresas atendidas,(i) Participação de 12 empresas; (ii) Forma de verificação: lista de presença e evidências da consultoria,at,Empresas,12,,2023-03-13 15:29:43,gabriel.g,2023-03-13 15:29:43,gabriel.g,,0,0
239,2047,6,Número de consultorias realizadas,(i) A meta descreve o número de consultorias realizadas; (ii) Forma de verificação: relatório da consultoria - com avaliação do gestor,en,Consultoria,1,,2023-03-13 15:36:13,gabriel.g,2023-03-13 15:36:13,gabriel.g,,0,0
240,2047,6,Número de empresas atendidas,(i) Participação de 12 empresas; (ii) Forma de verificação: lista de presença e evidências da consultoria.,at,Empresas,12,,2023-03-13 15:37:51,gabriel.g,2023-03-13 15:37:51,gabriel.g,,0,0
241,2047,7,Número de visitas realizadas,(i) A meta descreve o número de visitas estratégicas à grandes empresas de São Paulo; (ii) Forma de verificação: relatório de visita aos eventos - com avaliação do gestor,en,Visitas,4,,2023-03-13 15:42:21,gabriel.g,2023-03-13 15:42:21,gabriel.g,,0,0
242,2047,7,Número de empresas atendidas,(i) Participação de 12 empresas; (ii) Forma de verificação: lista de presença e evidências da capacitação,at,Empresas,12,,2023-03-13 15:42:46,gabriel.g,2023-03-13 15:42:46,gabriel.g,,0,0
243,2047,8,Gestão do projeto,Gestão do projeto,en,Relatórios,1,,2023-03-13 15:51:06,gabriel.g,2023-03-13 15:51:06,gabriel.g,,0,0
244,2049,1,Número de capacitações realizadas,(i) A meta descreve o número de capacitações realizadas; (ii) Forma de verificação: relatório da capacitação - com avaliação do gestor,en,Capacitações,1,,2023-03-21 09:27:49,gabriel.g,2023-03-21 09:27:49,gabriel.g,,0,0
245,2049,1,Número de empresas atendidas,(i) Participação de 12 empresas; (ii) Forma de verificação: lista de presença e evidências da capacitação,at,Empresas,12,,2023-03-21 09:28:16,gabriel.g,2023-03-21 09:28:16,gabriel.g,,0,0
246,2049,2,Número de capacitações realizadas,(i) A meta descreve o número de capacitações realizadas; (ii) Forma de verificação: relatório da capacitação - com avaliação do gestor,en,Capacitações,1,,2023-03-21 09:29:30,gabriel.g,2023-03-21 09:29:30,gabriel.g,,0,0
247,2049,2,Número de empresas atendidas,(i) Participação de 12 empresas; (ii) Forma de verificação: lista de presença e evidências da capacitação,at,Empresas,12,,2023-03-21 09:29:53,gabriel.g,2023-03-21 09:29:53,gabriel.g,,0,0
248,2049,3,Número de capacitações realizadas,(i) A meta descreve o número de capacitações realizadas; (ii) Forma de verificação: relatório da capacitação - com avaliação do gestor,en,Capacitações,1,,2023-03-21 09:31:10,gabriel.g,2023-03-21 09:31:10,gabriel.g,,0,0
249,2049,3,Número de empresas atendidas,(i) Participação de 12 empresas; (ii) Forma de verificação: lista de presença e evidências da capacitação,at,Empresas,12,,2023-03-21 09:31:34,gabriel.g,2023-03-21 09:31:34,gabriel.g,,0,0
250,2049,4,Número de capacitações realizadas,(i) A meta descreve o número de capacitações realizadas; (ii) Forma de verificação: relatório da capacitação - com avaliação do gestor,en,Capacitações,1,,2023-03-21 09:32:40,gabriel.g,2023-03-21 09:32:40,gabriel.g,,0,0
251,2049,4,Número de empresas atendidas,(i) Participação de 12 empresas; (ii) Forma de verificação: lista de presença e evidências da capacitação,at,Empresas,12,,2023-03-21 09:32:57,gabriel.g,2023-03-21 09:32:57,gabriel.g,,0,0
252,2049,5,Número de consultorias realizadas,(i) A meta descreve o número de consultorias realizadas; (ii) Forma de verificação: relatório da consultoria - com avaliação do gestor,en,Consultorias,1,,2023-03-21 09:34:19,gabriel.g,2023-03-21 09:34:19,gabriel.g,,0,0
253,2049,5,Número de empresas atendidas,(i) Participação de 12 empresas; (ii) Forma de verificação: lista de presença e evidências da consultoria,at,Empresas,12,,2023-03-21 09:34:39,gabriel.g,2023-03-21 09:34:39,gabriel.g,,0,0
254,2049,6,Gestão do projeto,Gestão do projeto,en,Relatórios,1,,2023-03-21 09:35:52,gabriel.g,2023-03-21 09:35:52,gabriel.g,,0,0
