id,idprojeto,identidadeprop,percentual_participacao_economica,percentual_participacao_financeira,participacao_financeira,participacao_economica,valor_total_financeiro,valor_total_economico,controle_documento,controlar_liberacao,contrapartida,data_inclusao,usuario_inclusao,data_atualizacao,usuario_alteracao
182,171,236,0.00,50.00,max,neu,43650.00,,EL,true,nao,2019-05-06 11:54:01,renato.rossi,2022-10-08 10:55:53,renato.rossi
183,1171,158,0.00,22.50,min,neu,44338.23,44338.23,EL,false,sim,2019-05-06 11:55:16,renato.rossi,2022-10-08 10:55:49,patriciarego
184,1171,299,0.00,50.00,max,neu,108382.35,0.00,EL,true,nao,2019-05-06 11:55:16,renato.rossi,2022-10-08 10:55:53,patriciarego
185,1181,166,0.00,22.50,min,neu,32925.00,25315.00,EL,false,sim,2019-05-06 11:58:22,renato.rossi,2022-10-08 10:55:49,renato.rossi
186,1181,307,0.00,50.00,max,neu,71171.77,,EL,true,nao,2019-05-06 11:58:22,renato.rossi,2022-10-08 10:55:53,renato.rossi
187,1104,388,0.00,0.00,neu,neu,0.00,0.00,EL,false,nao,2019-04-10 00:00:00,gabriel.lima,2022-10-08 10:55:53,gabriel.lima
188,1176,416,0.00,0.00,neu,neu,0.00,0.00,EL,false,nao,2019-04-10 00:00:00,gabriel.lima,2022-10-08 10:55:53,gabriel.lima
189,1080,375,0.00,0.00,neu,neu,0.00,0.00,EL,false,nao,2019-04-10 00:00:00,gabriel.lima,2022-10-08 10:55:53,gabriel.lima
190,1178,417,0.00,0.00,neu,neu,0.00,0.00,EL,false,nao,2019-04-10 00:00:00,gabriel.lima,2022-10-08 10:55:53,gabriel.lima
191,1067,371,0.00,0.00,neu,neu,0.00,0.00,EL,false,nao,2019-04-10 00:00:00,gabriel.lima,2022-10-08 10:55:53,gabriel.lima
192,1180,419,0.00,0.00,neu,neu,0.00,0.00,EL,false,nao,2019-04-10 00:00:00,gabriel.lima,2022-10-08 10:55:53,gabriel.lima
193,1091,381,0.00,0.00,neu,neu,0.00,0.00,EL,false,nao,2019-04-10 00:00:00,gabriel.lima,2022-10-08 10:55:53,gabriel.lima
194,1179,418,0.00,0.00,neu,neu,0.00,0.00,EL,false,nao,2019-04-10 00:00:00,gabriel.lima,2022-10-08 10:55:53,gabriel.lima
195,1162,410,0.00,0.00,neu,neu,0.00,0.00,EL,false,nao,2019-04-10 00:00:00,gabriel.lima,2022-10-08 10:55:53,gabriel.lima
196,1182,420,0.00,0.00,neu,neu,0.00,0.00,EL,false,nao,2019-04-10 00:00:00,gabriel.lima,2022-10-08 10:55:53,gabriel.lima
197,1070,372,0.00,0.00,neu,neu,0.00,0.00,EL,false,nao,2019-04-10 00:00:00,gabriel.lima,2022-10-08 10:55:53,gabriel.lima
198,1183,421,0.00,0.00,neu,neu,0.00,0.00,EL,false,nao,2019-04-10 00:00:00,gabriel.lima,2022-10-08 10:55:53,gabriel.lima
199,1184,422,0.00,0.00,neu,neu,0.00,0.00,EL,false,nao,2019-04-10 00:00:00,gabriel.lima,2022-10-08 10:55:53,gabriel.lima
200,1075,373,0.00,0.00,neu,neu,0.00,0.00,EL,false,nao,2019-04-10 00:00:00,gabriel.lima,2022-10-08 10:55:53,gabriel.lima
201,1188,423,0.00,0.00,neu,neu,0.00,0.00,EL,false,nao,2019-04-10 00:00:00,gabriel.lima,2022-10-08 10:55:53,gabriel.lima
202,1237,434,0.00,0.00,neu,neu,0.00,0.00,EL,false,nao,2019-04-10 00:00:00,gabriel.lima,2022-10-08 10:55:53,gabriel.lima
203,1158,407,0.00,0.00,neu,neu,0.00,0.00,EL,false,nao,2019-04-10 00:00:00,gabriel.lima,2022-10-08 10:55:53,gabriel.lima
204,1192,424,0.00,0.00,neu,neu,0.00,0.00,EL,false,nao,2019-04-10 00:00:00,gabriel.lima,2022-10-08 10:55:53,gabriel.lima
205,1235,433,0.00,0.00,neu,neu,0.00,0.00,EL,false,nao,2019-04-10 00:00:00,gabriel.lima,2022-10-08 10:55:53,gabriel.lima
206,1098,385,0.00,0.00,neu,neu,0.00,0.00,EL,false,nao,2019-04-10 00:00:00,gabriel.lima,2022-10-08 10:55:53,gabriel.lima
207,1194,426,0.00,0.00,neu,neu,0.00,0.00,EL,false,nao,2019-04-10 00:00:00,gabriel.lima,2022-10-08 10:55:53,gabriel.lima
208,1079,374,0.00,0.00,neu,neu,0.00,0.00,EL,false,nao,2019-04-10 00:00:00,gabriel.lima,2022-10-08 10:55:53,gabriel.lima
209,1096,384,0.00,0.00,neu,neu,0.00,0.00,EL,false,nao,2019-04-10 00:00:00,gabriel.lima,2022-10-08 10:55:53,gabriel.lima
210,1081,376,0.00,0.00,neu,neu,0.00,0.00,EL,false,nao,2019-04-10 00:00:00,gabriel.lima,2022-10-08 10:55:53,gabriel.lima
211,1193,425,0.00,0.00,neu,neu,0.00,0.00,EL,false,nao,2019-04-10 00:00:00,gabriel.lima,2022-10-08 10:55:53,gabriel.lima
212,1082,377,0.00,0.00,neu,neu,0.00,0.00,EL,false,nao,2019-04-10 00:00:00,gabriel.lima,2022-10-08 10:55:53,gabriel.lima
213,1017,354,0.00,0.00,neu,neu,0.00,0.00,EL,false,nao,2019-04-10 00:00:00,gabriel.lima,2022-10-08 10:55:53,gabriel.lima
214,1240,435,0.00,0.00,neu,neu,0.00,0.00,EL,false,nao,2019-04-10 00:00:00,gabriel.lima,2022-10-08 10:55:53,gabriel.lima
215,1024,355,0.00,0.00,neu,neu,0.00,0.00,EL,false,nao,2019-04-10 00:00:00,gabriel.lima,2022-10-08 10:55:53,gabriel.lima
216,1028,357,0.00,0.00,neu,neu,0.00,0.00,EL,false,nao,2019-04-10 00:00:00,gabriel.lima,2022-10-08 10:55:53,gabriel.lima
217,1206,428,0.00,0.00,neu,neu,0.00,0.00,EL,false,nao,2019-04-10 00:00:00,gabriel.lima,2022-10-08 10:55:53,gabriel.lima
218,1241,436,0.00,0.00,neu,neu,0.00,0.00,EL,false,nao,2019-04-10 00:00:00,gabriel.lima,2022-10-08 10:55:53,gabriel.lima
219,1030,358,0.00,0.00,neu,neu,0.00,0.00,EL,false,nao,2019-04-10 00:00:00,gabriel.lima,2022-10-08 10:55:53,gabriel.lima
220,1160,408,0.00,0.00,neu,neu,0.00,0.00,EL,false,nao,2019-04-10 00:00:00,gabriel.lima,2022-10-08 10:55:53,gabriel.lima
221,1036,359,0.00,0.00,neu,neu,0.00,0.00,EL,false,nao,2019-04-10 00:00:00,gabriel.lima,2022-10-08 10:55:53,gabriel.lima
222,1037,360,0.00,0.00,neu,neu,0.00,0.00,EL,false,nao,2019-04-10 00:00:00,gabriel.lima,2022-10-08 10:55:53,gabriel.lima
223,1129,397,0.00,0.00,neu,neu,0.00,0.00,EL,false,nao,2019-04-10 00:00:00,gabriel.lima,2022-10-08 10:55:53,gabriel.lima
224,1042,361,0.00,0.00,neu,neu,0.00,0.00,EL,false,nao,2019-04-10 00:00:00,gabriel.lima,2022-10-08 10:55:53,gabriel.lima
225,1086,378,0.00,0.00,neu,neu,0.00,0.00,EL,false,nao,2019-04-10 00:00:00,gabriel.lima,2022-10-08 10:55:53,gabriel.lima
226,1102,387,0.00,0.00,neu,neu,0.00,0.00,EL,false,nao,2019-04-10 00:00:00,gabriel.lima,2022-10-08 10:55:53,gabriel.lima
227,1110,389,0.00,0.00,neu,neu,0.00,0.00,EL,false,nao,2019-04-10 00:00:00,gabriel.lima,2022-10-08 10:55:53,gabriel.lima
228,1161,409,0.00,0.00,neu,neu,0.00,0.00,EL,false,nao,2019-04-10 00:00:00,gabriel.lima,2022-10-08 10:55:53,gabriel.lima
229,1137,400,0.00,0.00,neu,neu,0.00,0.00,EL,false,nao,2019-04-10 00:00:00,gabriel.lima,2022-10-08 10:55:53,gabriel.lima
230,1044,362,0.00,0.00,neu,neu,0.00,0.00,EL,false,nao,2019-04-10 00:00:00,gabriel.lima,2022-10-08 10:55:53,gabriel.lima
231,1133,398,0.00,0.00,neu,neu,0.00,0.00,EL,false,nao,2019-04-10 00:00:00,gabriel.lima,2022-10-08 10:55:53,gabriel.lima
232,1175,415,0.00,0.00,neu,neu,0.00,0.00,EL,false,nao,2019-04-10 00:00:00,gabriel.lima,2022-10-08 10:55:53,gabriel.lima
233,1052,363,0.00,0.00,neu,neu,0.00,0.00,EL,false,nao,2019-04-10 00:00:00,gabriel.lima,2022-10-08 10:55:53,gabriel.lima
234,1136,399,0.00,0.00,neu,neu,0.00,0.00,EL,false,nao,2019-04-10 00:00:00,gabriel.lima,2022-10-08 10:55:53,gabriel.lima
235,1138,401,0.00,0.00,neu,neu,0.00,0.00,EL,false,nao,2019-04-10 00:00:00,gabriel.lima,2022-10-08 10:55:53,gabriel.lima
236,1053,364,0.00,0.00,neu,neu,0.00,0.00,EL,false,nao,2019-04-10 00:00:00,gabriel.lima,2022-10-08 10:55:53,gabriel.lima
237,1125,396,0.00,0.00,neu,neu,0.00,0.00,EL,false,nao,2019-04-10 00:00:00,gabriel.lima,2022-10-08 10:55:53,gabriel.lima
238,1139,402,0.00,0.00,neu,neu,0.00,0.00,EL,false,nao,2019-04-10 00:00:00,gabriel.lima,2022-10-08 10:55:53,gabriel.lima
239,1218,429,0.00,0.00,neu,neu,0.00,0.00,EL,false,nao,2019-04-10 00:00:00,gabriel.lima,2022-10-08 10:55:53,gabriel.lima
240,1142,403,0.00,0.00,neu,neu,0.00,0.00,EL,false,nao,2019-04-10 00:00:00,gabriel.lima,2022-10-08 10:55:53,gabriel.lima
241,1150,404,0.00,0.00,neu,neu,0.00,0.00,EL,false,nao,2019-04-10 00:00:00,gabriel.lima,2022-10-08 10:55:53,gabriel.lima
242,1087,379,0.00,0.00,neu,neu,0.00,0.00,EL,false,nao,2019-04-10 00:00:00,gabriel.lima,2022-10-08 10:55:53,gabriel.lima
243,1219,430,0.00,0.00,neu,neu,0.00,0.00,EL,false,nao,2019-04-10 00:00:00,gabriel.lima,2022-10-08 10:55:53,gabriel.lima
244,1151,405,0.00,0.00,neu,neu,0.00,0.00,EL,false,nao,2019-04-10 00:00:00,gabriel.lima,2022-10-08 10:55:53,gabriel.lima
245,1228,432,0.00,0.00,neu,neu,0.00,0.00,EL,false,nao,2019-04-10 00:00:00,gabriel.lima,2022-10-08 10:55:53,gabriel.lima
246,1155,406,0.00,0.00,neu,neu,0.00,0.00,EL,false,nao,2019-04-10 00:00:00,gabriel.lima,2022-10-08 10:55:53,gabriel.lima
247,1223,431,0.00,0.00,neu,neu,0.00,0.00,EL,false,nao,2019-04-10 00:00:00,gabriel.lima,2022-10-08 10:55:53,gabriel.lima
248,1166,411,0.00,0.00,neu,neu,0.00,0.00,EL,false,nao,2019-04-10 00:00:00,gabriel.lima,2022-10-08 10:55:53,gabriel.lima
249,1089,380,0.00,0.00,neu,neu,0.00,0.00,EL,false,nao,2019-04-10 00:00:00,gabriel.lima,2022-10-08 10:55:53,gabriel.lima
250,1007,353,0.00,0.00,neu,neu,0.00,0.00,EL,false,nao,2019-04-10 00:00:00,gabriel.lima,2022-10-08 10:55:53,gabriel.lima
251,1093,383,0.00,0.00,neu,neu,0.00,0.00,EL,false,nao,2019-04-10 00:00:00,gabriel.lima,2022-10-08 10:55:53,gabriel.lima
252,1025,356,0.00,0.00,neu,neu,0.00,0.00,EL,false,nao,2019-04-10 00:00:00,gabriel.lima,2022-10-08 10:55:53,gabriel.lima
253,1064,368,0.00,0.00,neu,neu,0.00,0.00,EL,false,nao,2019-04-10 00:00:00,gabriel.lima,2022-10-08 10:55:53,gabriel.lima
254,1115,392,0.00,0.00,neu,neu,0.00,0.00,EL,false,nao,2019-04-10 00:00:00,gabriel.lima,2022-10-08 10:55:53,gabriel.lima
255,1170,412,0.00,0.00,neu,neu,0.00,0.00,EL,false,nao,2019-04-10 00:00:00,gabriel.lima,2022-10-08 10:55:53,gabriel.lima
256,1200,427,0.00,0.00,neu,neu,0.00,0.00,EL,false,nao,2019-04-10 00:00:00,gabriel.lima,2022-10-08 10:55:53,gabriel.lima
257,1065,369,0.00,0.00,neu,neu,0.00,0.00,EL,false,nao,2019-04-10 00:00:00,gabriel.lima,2022-10-08 10:55:53,gabriel.lima
258,1172,413,0.00,0.00,neu,neu,0.00,0.00,EL,false,nao,2019-04-10 00:00:00,gabriel.lima,2022-10-08 10:55:53,gabriel.lima
259,1173,414,0.00,0.00,neu,neu,0.00,0.00,EL,false,nao,2019-04-10 00:00:00,gabriel.lima,2022-10-08 10:55:53,gabriel.lima
260,1066,370,0.00,0.00,neu,neu,0.00,0.00,EL,false,nao,2019-04-10 00:00:00,gabriel.lima,2022-10-08 10:55:53,gabriel.lima
261,1092,382,0.00,0.00,neu,neu,0.00,0.00,EL,false,nao,2019-04-10 00:00:00,gabriel.lima,2022-10-08 10:55:53,gabriel.lima
262,1101,386,0.00,0.00,neu,neu,0.00,0.00,EL,false,nao,2019-04-10 00:00:00,gabriel.lima,2022-10-08 10:55:53,gabriel.lima
263,1112,390,0.00,0.00,neu,neu,0.00,0.00,EL,false,nao,2019-04-10 00:00:00,gabriel.lima,2022-10-08 10:55:53,gabriel.lima
264,1118,393,0.00,0.00,neu,neu,0.00,0.00,EL,false,nao,2019-04-10 00:00:00,gabriel.lima,2022-10-08 10:55:53,gabriel.lima
265,1113,391,0.00,0.00,neu,neu,0.00,0.00,EL,false,nao,2019-04-10 00:00:00,gabriel.lima,2022-10-08 10:55:53,gabriel.lima
266,1120,395,0.00,0.00,neu,neu,0.00,0.00,EL,false,nao,2019-04-10 00:00:00,gabriel.lima,2022-10-08 10:55:53,gabriel.lima
267,1119,394,0.00,0.00,neu,neu,0.00,0.00,EL,false,nao,2019-04-10 00:00:00,gabriel.lima,2022-10-08 10:55:53,gabriel.lima
268,1062,367,0.00,0.00,neu,neu,0.00,0.00,EL,false,nao,2019-04-10 00:00:00,gabriel.lima,2022-10-08 10:55:53,gabriel.lima
269,1002,352,0.00,0.00,neu,neu,0.00,0.00,EL,false,nao,2019-04-10 00:00:00,gabriel.lima,2022-10-08 10:55:53,gabriel.lima
270,1059,365,0.00,0.00,neu,neu,0.00,0.00,EL,false,nao,2019-04-10 00:00:00,gabriel.lima,2022-10-08 10:55:53,gabriel.lima
271,1061,366,0.00,0.00,neu,neu,0.00,0.00,EL,false,nao,2019-04-10 00:00:00,gabriel.lima,2022-10-08 10:55:53,gabriel.lima
272,1242,437,0.00,0.00,neu,neu,0.00,0.00,EL,false,nao,2019-04-10 00:00:00,gabriel.lima,2022-10-08 10:55:53,gabriel.lima
274,189,89,0.00,0.00,neu,neu,0.00,0.00,EL,true,nao,2019-09-20 14:12:10,renato.rossi,2022-10-08 10:55:53,renato.rossi
275,2003,326,0.00,55.00,max,neu,137497.02,0.00,EL,true,nao,2019-11-19 18:49:35,patriciarego,2022-10-08 10:55:53,patriciarego
276,2003,90,22.40,22.60,min,neu,56504.17,55998.81,EL,false,sim,2019-11-19 19:13:48,patriciarego,2022-10-08 10:55:49,renato.rossi
277,1089,219,0.00,0.00,neu,neu,0.00,0.00,EL,false,sim,2020-03-03 14:47:08,renato.rossi,2022-10-08 10:55:49,renato.rossi
278,1125,235,0.00,0.00,neu,neu,0.00,0.00,EL,false,sim,2020-03-26 11:01:36,renato.rossi,2022-10-08 10:55:49,renato.rossi
279,1092,221,0.00,0.00,neu,neu,0.00,0.00,EL,false,sim,2020-03-26 11:06:21,renato.rossi,2022-10-08 10:55:49,renato.rossi
280,1091,220,0.00,0.00,min,neu,0.00,0.00,EL,false,sim,2020-05-06 15:37:13,patriciarego,2022-10-08 10:55:49,patriciarego
281,2010,333,0.00,55.00,max,neu,25217.50,0.00,EL,true,nao,2020-06-19 11:35:23,renato.rossi,2022-10-08 10:55:53,patriciarego
283,2004,327,0.00,50.00,neu,neu,202184.19,0.00,ELFS,true,nao,2020-06-19 12:17:18,renato.rossi,2022-10-08 10:55:53,renato.rossi
284,2004,116,0.00,50.00,neu,neu,202184.19,0.00,ELFS,true,nao,2020-06-19 12:20:24,renato.rossi,2022-10-08 10:55:53,renato.rossi
285,2011,153,23.04,23.04,min,min,9823.36,9823.36,EL,false,sim,2020-06-25 06:53:04,renato.rossi,2022-10-08 10:55:49,patriciarego
286,2004,117,0.00,0.00,neu,neu,0.00,0.00,ELFS,true,nao,2020-07-10 16:38:36,renato.rossi,2022-10-08 10:55:53,renato.rossi
287,2006,329,0.00,55.00,max,neu,286434.50,0.00,EL,true,nao,2020-07-16 13:08:51,patriciarego,2022-10-08 10:55:53,patriciarego
288,2006,137,0.00,45.00,min,neu,232771.50,0.00,EL,true,sim,2020-07-16 13:10:27,patriciarego,2022-10-08 10:55:49,patriciarego
289,2012,335,0.00,55.00,max,neu,198000.00,0.00,EL,true,nao,2020-07-20 13:00:51,patriciarego,2022-10-08 10:55:53,patriciarego
290,2012,118,22.50,22.50,min,min,81000.00,81000.00,EL,false,sim,2020-07-20 13:02:13,patriciarego,2022-10-08 10:55:49,patriciarego
291,2013,336,0.00,55.00,max,neu,108900.00,0.00,EL,true,nao,2021-03-10 08:26:41,nmabeck,2022-10-08 10:55:53,nmabeck
292,2013,119,0.00,22.50,min,neu,84100.00,5000.00,EL,false,sim,2021-03-10 08:34:07,nmabeck,2022-10-08 10:55:49,patriciarego
293,2015,338,0.00,55.00,max,neu,82161.72,0.00,EL,true,nao,2021-04-16 16:55:30,patriciarego,2022-10-08 10:55:53,patriciarego
294,2015,155,12.72,32.28,min,min,48225.37,18997.87,EL,false,sim,2021-04-16 16:56:30,patriciarego,2022-10-08 10:55:49,patriciarego
295,2014,337,0.00,55.00,max,neu,20207.00,0.00,EL,true,nao,2021-04-16 17:12:08,patriciarego,2022-10-08 10:55:53,patriciarego
296,2014,154,22.50,22.50,min,min,8266.50,8266.50,EL,false,sim,2021-04-16 17:13:41,patriciarego,2022-10-08 10:55:49,patriciarego
297,2009,120,9.32,35.97,min,min,49799.00,12900.00,EL,false,sim,2021-04-29 09:01:34,nmabeck,2022-10-08 10:55:49,nmabeck
298,2009,332,0.00,54.71,max,neu,75748.40,0.00,EL,true,nao,2021-04-29 09:03:35,nmabeck,2022-10-08 10:55:53,nmabeck
299,2005,17,22.50,22.50,min,min,38000.00,38000.00,EL,false,sim,2021-05-05 12:32:47,patriciarego,2022-10-08 10:55:49,patriciarego
300,2005,328,0.00,55.00,max,neu,92900.00,0.00,FS,true,nao,2021-05-05 12:33:54,patriciarego,2022-10-08 10:55:53,patriciarego
301,2005,438,0.00,0.00,min,min,0.00,0.00,FS,false,nao,2021-05-05 12:40:19,patriciarego,2022-10-08 10:55:53,patriciarego
302,2007,330,0.00,55.00,max,neu,40117.64,0.00,EL,true,nao,2021-05-05 18:12:03,Mvieira,2022-10-08 10:55:53,Mvieira
303,2007,196,19.10,25.90,min,min,18873.54,13950.00,EL,false,sim,2021-05-05 18:13:30,Mvieira,2022-10-08 10:55:49,nmabeck
304,2008,331,0.00,54.91,max,neu,25178.00,0.00,EL,true,nao,2021-05-06 12:00:08,Mvieira,2022-10-08 10:55:53,Mvieira
305,2008,197,18.86,26.23,min,min,12028.00,8650.00,EL,false,sim,2021-05-06 12:01:02,Mvieira,2022-10-08 10:55:49,nmabeck
306,2016,339,0.00,54.81,max,neu,8722.50,0.00,EL,true,nao,2021-05-06 13:42:07,Mvieira,2022-10-08 10:55:53,Mvieira
307,2016,198,18.85,26.34,min,min,6527.49,3000.00,EL,false,sim,2021-05-06 13:42:54,Mvieira,2022-10-08 10:55:49,nmabeck
308,2017,340,0.00,54.86,max,neu,4065.60,0.00,EL,true,nao,2021-05-06 14:39:30,Mvieira,2022-10-08 10:55:53,Mvieira
309,2017,199,16.19,28.95,min,min,2145.60,1200.00,EL,false,sim,2021-05-06 14:40:08,Mvieira,2022-10-08 10:55:49,nmabeck
310,2018,341,0.00,54.90,neu,neu,6485.35,0.00,EL,true,nao,2021-05-06 14:52:48,Mvieira,2022-10-08 10:55:53,patriciarego
311,2018,200,18.57,26.58,max,max,4366.05,1100.00,EL,false,sim,2021-05-06 14:53:23,Mvieira,2022-10-08 10:55:49,patriciarego
312,2019,342,0.00,54.74,max,neu,11199.30,0.00,EL,true,nao,2021-05-06 15:16:25,Mvieira,2022-10-08 10:55:53,Mvieira
313,2019,201,18.57,26.68,max,max,5459.30,3800.00,EL,false,sim,2021-05-06 15:17:29,Mvieira,2022-10-08 10:55:49,Mvieira
314,2022,345,0.00,55.00,max,neu,13231.80,0.00,EL,true,nao,2021-05-06 15:36:39,nmabeck,2022-10-08 10:55:53,nmabeck
315,2022,204,12.26,32.74,min,min,7876.30,2950.00,EL,false,sim,2021-05-06 15:37:57,nmabeck,2022-10-08 10:55:49,nmabeck
316,2020,343,0.00,54.91,max,neu,21246.10,0.00,EL,true,nao,2021-05-06 15:41:57,Mvieira,2022-10-08 10:55:53,Mvieira
317,2020,202,18.09,27.00,min,min,10447.10,6998.00,EL,false,sim,2021-05-06 15:42:46,Mvieira,2022-10-08 10:55:49,nmabeck
318,2023,346,0.00,55.00,max,neu,12294.12,0.00,EL,true,nao,2021-05-06 15:50:35,nmabeck,2022-10-08 10:55:53,nmabeck
319,2023,205,0.00,45.00,min,min,10058.82,0.00,EL,false,sim,2021-05-06 15:52:03,nmabeck,2022-10-08 10:55:49,nmabeck
320,2024,347,0.00,55.00,max,neu,8088.26,0.00,EL,true,nao,2021-05-06 16:04:37,nmabeck,2022-10-08 10:55:53,nmabeck
321,2024,206,0.00,45.00,min,min,6617.63,0.00,EL,false,sim,2021-05-06 16:05:39,nmabeck,2022-10-08 10:55:49,nmabeck
322,2021,344,0.00,54.47,max,neu,19820.00,0.00,EL,true,nao,2021-05-06 16:26:34,Mvieira,2022-10-08 10:55:53,Mvieira
323,2021,203,32.62,12.92,max,max,4700.00,11870.00,EL,false,sim,2021-05-06 16:28:34,Mvieira,2022-10-08 10:55:49,Mvieira
324,2025,348,0.00,55.00,max,neu,13999.70,0.00,EL,true,nao,2021-05-06 16:54:55,nmabeck,2022-10-08 10:55:53,nmabeck
325,2025,136,20.00,25.00,min,min,6363.50,5090.80,EL,false,sim,2021-05-06 16:56:57,nmabeck,2022-10-08 10:55:49,nmabeck
326,2018,443,0.00,0.00,neu,neu,0.00,0.00,EL,false,nao,2021-05-10 13:13:41,patriciarego,2022-10-08 10:55:53,patriciarego
327,2019,444,0.00,0.00,neu,neu,0.00,0.00,EL,false,nao,2021-05-10 13:16:54,patriciarego,2022-10-08 10:55:53,patriciarego
328,2021,445,0.00,0.00,neu,neu,0.00,0.00,EL,false,nao,2021-05-10 13:47:57,patriciarego,2022-10-08 10:55:53,patriciarego
329,2010,152,22.50,22.50,min,min,10316.25,10316.25,EL,false,sim,2021-05-10 14:12:12,patriciarego,2022-10-08 10:55:49,patriciarego
330,2010,440,0.00,0.00,neu,neu,0.00,0.00,EL,false,nao,2021-05-10 14:12:54,patriciarego,2022-10-08 10:55:53,patriciarego
331,2011,334,0.00,53.91,max,neu,22983.72,0.00,EL,true,nao,2021-05-10 14:24:39,patriciarego,2022-10-08 10:55:53,patriciarego
332,2011,441,0.00,0.00,neu,neu,0.00,0.00,EL,false,nao,2021-05-10 14:26:28,patriciarego,2022-10-08 10:55:53,patriciarego
334,2026,349,0.00,55.00,max,neu,12811.76,0.00,EL,true,nao,2021-05-27 16:39:06,nmabeck,2022-10-08 10:55:53,nmabeck
335,2026,446,0.00,0.00,neu,neu,0.00,0.00,EL,false,nao,2021-05-27 16:40:54,nmabeck,2022-10-08 10:55:53,nmabeck
336,2026,207,19.12,25.88,min,min,6027.36,4455.00,EL,false,sim,2021-05-27 16:42:58,nmabeck,2022-10-08 10:55:49,nmabeck
337,2009,439,0.00,0.00,neu,neu,0.00,0.00,EL,false,nao,2021-05-31 15:59:18,nmabeck,2022-10-08 10:55:53,nmabeck
338,2012,442,0.00,0.00,neu,neu,0.00,0.00,EL,false,nao,2021-06-28 16:28:13,nmabeck,2022-10-08 10:55:53,nmabeck
339,2027,350,0.00,55.00,max,neu,382245.83,0.00,EL,true,nao,2021-09-17 14:55:15,nmabeck,2022-10-08 10:55:53,nmabeck
340,2027,138,0.00,45.00,min,min,81692.05,0.00,EL,false,sim,2021-09-17 15:23:51,nmabeck,2022-10-08 10:55:49,nmabeck
341,2028,447,0.00,0.00,neu,neu,5725119.25,5197560.00,EL,true,sim,2022-02-01 15:31:50,renato.rossi,2022-10-08 10:55:49,renato.rossi
342,2028,448,0.00,0.00,neu,neu,25408820.46,0.00,EL,true,nao,2022-02-01 15:32:25,renato.rossi,2022-10-08 10:55:53,renato.rossi
343,2028,449,0.00,0.00,neu,neu,0.00,0.00,EL,true,nao,2022-03-16 07:55:15,renato.rossi,2022-10-08 10:55:53,renato.rossi
344,2029,450,0.00,0.00,neu,neu,6121782.84,0.00,EL,true,nao,2022-06-27 09:54:51,renato.rossi,2022-10-08 10:55:53,renato.rossi
345,2029,451,0.00,0.00,neu,neu,1556127.00,1090488.00,EL,true,sim,2022-06-27 09:58:44,renato.rossi,2022-10-08 10:55:49,renato.rossi
346,2030,452,0.00,0.00,neu,neu,0.00,0.00,EL,false,nao,2022-08-18 11:12:44,renato.rossi,2023-01-30 08:00:49,renato.rossi
347,2030,453,0.00,0.00,neu,neu,0.00,0.00,EL,false,sim,2022-08-18 11:13:08,renato.rossi,2023-01-30 08:00:37,renato.rossi
348,2029,454,0.00,0.00,neu,neu,0.00,0.00,EL,true,nao,2022-10-24 14:00:23,renato.rossi,2022-10-24 14:01:28,renato.rossi
349,2034,455,0.00,54.22,neu,neu,36000.00,0.00,EL,false,nao,2022-10-28 15:28:49,rcarrijo,2022-12-06 16:21:22,amauger
350,2034,456,22.59,23.19,neu,neu,15400.00,15000.00,EL,false,sim,2022-10-28 15:30:21,rcarrijo,2022-11-23 21:07:47,gabriel.g
351,2036,457,23.52,23.52,neu,neu,15102.53,15099.28,EL,false,sim,2022-11-03 14:15:15,gabriel.g,2022-12-05 16:44:22,renato.rossi
352,2036,458,0.00,52.96,neu,neu,34007.47,0.00,EL,false,nao,2022-11-03 14:17:10,gabriel.g,2022-11-07 09:08:17,gabriel.g
353,2035,459,22.50,22.53,neu,neu,21759.00,21731.00,EL,false,sim,2022-11-07 08:39:07,gabriel.g,2022-12-05 16:44:52,renato.rossi
354,2035,460,0.00,54.96,neu,neu,53071.00,0.00,EL,false,nao,2022-11-07 08:40:22,gabriel.g,2022-11-07 08:40:22,gabriel.g
355,2037,461,0.00,54.11,neu,neu,76290.06,0.00,EL,false,nao,2022-11-07 10:22:32,gabriel.g,2022-11-07 10:22:32,gabriel.g
356,2037,462,22.25,23.64,neu,neu,33329.94,31376.48,EL,false,sim,2022-11-07 10:23:31,gabriel.g,2023-06-06 08:43:07,renato.rossi
357,2038,463,0.00,49.66,neu,neu,54324.13,0.00,EL,false,nao,2022-11-25 10:10:26,gabriel.g,2023-02-03 14:43:03,gabriel.g
358,2038,464,22.05,28.30,neu,neu,30956.11,24117.61,EL,false,sim,2022-11-25 10:12:03,gabriel.g,2023-02-03 14:43:44,gabriel.g
359,2039,465,0.00,52.66,neu,neu,52397.00,0.00,EL,false,nao,2022-11-25 10:34:57,gabriel.g,2023-02-03 11:25:21,gabriel.g
360,2039,466,21.25,26.08,neu,neu,25953.00,21144.11,EL,false,sim,2022-11-25 10:35:34,gabriel.g,2023-02-03 11:25:56,gabriel.g
361,2040,467,0.00,54.44,neu,neu,109455.00,0.00,EL,false,nao,2022-11-25 15:10:29,gabriel.g,2023-02-03 15:14:20,gabriel.g
362,2040,468,22.48,23.08,neu,neu,46395.00,45204.52,EL,false,sim,2022-11-25 15:11:09,gabriel.g,2023-02-03 15:15:02,gabriel.g
363,2031,469,0.00,100.00,max,neu,88748.76,0.00,EL,true,neutra,2022-12-20 11:23:49,amauger,2023-02-15 08:54:39,gabriel.lima
